date,value,my,year
2018-10-31,65.31,10/2018,2018
2018-11-01,63.69,11/2018,2018
2018-11-02,63.14,11/2018,2018
2018-11-05,63.1,11/2018,2018
2018-11-06,62.21,11/2018,2018
2018-11-07,61.67,11/2018,2018
2018-11-08,60.67,11/2018,2018
2018-11-09,60.19,11/2018,2018
2018-11-12,59.93,11/2018,2018
2018-11-13,55.69,11/2018,2018
2018-11-14,56.288,11/2018,2018
2018-11-15,56.548,11/2018,2018
2018-11-16,56.592,11/2018,2018
2018-11-19,57.112,11/2018,2018
2018-11-20,53.43,11/2018,2018
2018-11-21,54.63,11/2018,2018
2018-11-23,50.42,11/2018,2018
2018-11-26,51.63,11/2018,2018
2018-11-27,51.56,11/2018,2018
2018-11-28,50.29,11/2018,2018
2018-11-29,51.45,11/2018,2018
2018-11-30,50.93,11/2018,2018
2018-12-03,52.95,12/2018,2018
2018-12-04,53.25,12/2018,2018
2018-12-05,52.89,12/2018,2018
2018-12-06,51.49,12/2018,2018
2018-12-07,52.61,12/2018,2018
2018-12-10,51.0,12/2018,2018
2018-12-11,51.65,12/2018,2018
2018-12-12,51.15,12/2018,2018
2018-12-13,52.58,12/2018,2018
2018-12-14,51.254,12/2018,2018
2018-12-17,50.008,12/2018,2018
2018-12-18,46.456,12/2018,2018
2018-12-19,47.976,12/2018,2018
2018-12-20,45.88,12/2018,2018
2018-12-21,45.59,12/2018,2018
2018-12-24,42.53,12/2018,2018
2018-12-26,46.22,12/2018,2018
2018-12-27,44.61,12/2018,2018
2018-12-28,45.33,12/2018,2018
2018-12-31,45.41,12/2018,2018
2019-01-02,46.54,01/2019,2019
2019-01-03,47.09,01/2019,2019
2019-01-04,47.96,01/2019,2019
2019-01-07,48.52,01/2019,2019
2019-01-08,49.78,01/2019,2019
2019-01-09,52.36,01/2019,2019
2019-01-10,52.59,01/2019,2019
2019-01-11,51.59,01/2019,2019
2019-01-14,50.51,01/2019,2019
2019-01-15,52.11,01/2019,2019
2019-01-16,52.37,01/2019,2019
2019-01-17,52.186,01/2019,2019
2019-01-18,53.944,01/2019,2019
2019-01-22,52.922,01/2019,2019
2019-01-23,52.62,01/2019,2019
2019-01-24,53.13,01/2019,2019
2019-01-25,53.69,01/2019,2019
2019-01-28,51.99,01/2019,2019
2019-01-29,53.31,01/2019,2019
2019-01-30,54.23,01/2019,2019
2019-01-31,53.79,01/2019,2019
2019-02-01,55.26,02/2019,2019
2019-02-04,54.56,02/2019,2019
2019-02-05,53.66,02/2019,2019
2019-02-06,54.01,02/2019,2019
2019-02-07,52.64,02/2019,2019
2019-02-08,52.72,02/2019,2019
2019-02-11,52.41,02/2019,2019
2019-02-12,53.1,02/2019,2019
2019-02-13,53.9,02/2019,2019
2019-02-14,54.486,02/2019,2019
2019-02-15,55.746,02/2019,2019
2019-02-19,56.306,02/2019,2019
2019-02-20,57.112,02/2019,2019
2019-02-21,56.96,02/2019,2019
2019-02-22,57.26,02/2019,2019
2019-02-25,55.48,02/2019,2019
2019-02-26,55.5,02/2019,2019
2019-02-27,56.94,02/2019,2019
2019-02-28,57.22,02/2019,2019
2019-03-01,55.8,03/2019,2019
2019-03-04,56.59,03/2019,2019
2019-03-05,56.56,03/2019,2019
2019-03-06,56.22,03/2019,2019
2019-03-07,56.66,03/2019,2019
2019-03-08,56.07,03/2019,2019
2019-03-11,56.79,03/2019,2019
2019-03-12,56.87,03/2019,2019
2019-03-13,58.26,03/2019,2019
2019-03-14,58.61,03/2019,2019
2019-03-15,58.58,03/2019,2019
2019-03-18,59.206,03/2019,2019
2019-03-19,59.186,03/2019,2019
2019-03-20,60.15,03/2019,2019
2019-03-21,59.98,03/2019,2019
2019-03-22,59.04,03/2019,2019
2019-03-25,58.82,03/2019,2019
2019-03-26,59.94,03/2019,2019
2019-03-27,59.41,03/2019,2019
2019-03-28,59.3,03/2019,2019
2019-03-29,60.14,03/2019,2019
2019-04-01,61.59,04/2019,2019
2019-04-02,62.58,04/2019,2019
2019-04-03,62.46,04/2019,2019
2019-04-04,62.1,04/2019,2019
2019-04-05,63.08,04/2019,2019
2019-04-08,64.4,04/2019,2019
2019-04-09,63.98,04/2019,2019
2019-04-10,64.61,04/2019,2019
2019-04-11,63.58,04/2019,2019
2019-04-12,63.89,04/2019,2019
2019-04-15,63.4,04/2019,2019
2019-04-16,64.078,04/2019,2019
2019-04-17,63.804,04/2019,2019
2019-04-18,64.042,04/2019,2019
2019-04-22,65.58,04/2019,2019
2019-04-23,66.3,04/2019,2019
2019-04-24,65.89,04/2019,2019
2019-04-25,65.21,04/2019,2019
2019-04-26,63.3,04/2019,2019
2019-04-29,63.5,04/2019,2019
2019-04-30,63.91,04/2019,2019
2019-05-01,63.6,05/2019,2019
2019-05-02,61.81,05/2019,2019
2019-05-03,61.94,05/2019,2019
2019-05-06,62.25,05/2019,2019
2019-05-07,61.4,05/2019,2019
2019-05-08,62.12,05/2019,2019
2019-05-09,61.7,05/2019,2019
2019-05-10,61.66,05/2019,2019
2019-05-13,61.04,05/2019,2019
2019-05-14,61.78,05/2019,2019
2019-05-15,62.02,05/2019,2019
2019-05-16,62.908,05/2019,2019
2019-05-17,62.824,05/2019,2019
2019-05-20,63.166,05/2019,2019
2019-05-21,63.102,05/2019,2019
2019-05-22,61.42,05/2019,2019
2019-05-23,57.91,05/2019,2019
2019-05-24,58.63,05/2019,2019
2019-05-28,59.14,05/2019,2019
2019-05-29,58.81,05/2019,2019
2019-05-30,56.59,05/2019,2019
2019-05-31,53.5,05/2019,2019
2019-06-03,53.25,06/2019,2019
2019-06-04,53.48,06/2019,2019
2019-06-05,51.68,06/2019,2019
2019-06-06,52.59,06/2019,2019
2019-06-07,53.99,06/2019,2019
2019-06-10,53.26,06/2019,2019
2019-06-11,53.27,06/2019,2019
2019-06-12,51.14,06/2019,2019
2019-06-13,52.28,06/2019,2019
2019-06-14,52.51,06/2019,2019
2019-06-17,51.978,06/2019,2019
2019-06-18,53.984,06/2019,2019
2019-06-19,53.886,06/2019,2019
2019-06-20,56.986,06/2019,2019
2019-06-21,57.43,06/2019,2019
2019-06-24,57.9,06/2019,2019
2019-06-25,57.83,06/2019,2019
2019-06-26,59.38,06/2019,2019
2019-06-27,59.43,06/2019,2019
2019-06-28,58.47,06/2019,2019
2019-07-01,59.09,07/2019,2019
2019-07-02,56.25,07/2019,2019
2019-07-03,57.34,07/2019,2019
2019-07-05,57.51,07/2019,2019
2019-07-08,57.66,07/2019,2019
2019-07-09,57.83,07/2019,2019
2019-07-10,60.43,07/2019,2019
2019-07-11,60.2,07/2019,2019
2019-07-12,60.21,07/2019,2019
2019-07-15,59.58,07/2019,2019
2019-07-16,57.62,07/2019,2019
2019-07-17,56.808,07/2019,2019
2019-07-18,55.348,07/2019,2019
2019-07-19,55.708,07/2019,2019
2019-07-22,56.22,07/2019,2019
2019-07-23,56.77,07/2019,2019
2019-07-24,55.88,07/2019,2019
2019-07-25,56.02,07/2019,2019
2019-07-26,56.2,07/2019,2019
2019-07-29,56.87,07/2019,2019
2019-07-30,58.05,07/2019,2019
2019-07-31,58.58,07/2019,2019
2019-08-01,53.95,08/2019,2019
2019-08-02,55.66,08/2019,2019
2019-08-05,54.69,08/2019,2019
2019-08-06,53.63,08/2019,2019
2019-08-07,51.09,08/2019,2019
2019-08-08,52.54,08/2019,2019
2019-08-09,54.5,08/2019,2019
2019-08-12,54.93,08/2019,2019
2019-08-13,57.1,08/2019,2019
2019-08-14,55.23,08/2019,2019
2019-08-15,54.46,08/2019,2019
2019-08-16,54.846,08/2019,2019
2019-08-19,56.168,08/2019,2019
2019-08-20,56.172,08/2019,2019
2019-08-21,55.68,08/2019,2019
2019-08-22,55.35,08/2019,2019
2019-08-23,54.17,08/2019,2019
2019-08-26,53.64,08/2019,2019
2019-08-27,54.93,08/2019,2019
2019-08-28,55.78,08/2019,2019
2019-08-29,56.71,08/2019,2019
2019-08-30,55.1,08/2019,2019
2019-09-03,53.94,09/2019,2019
2019-09-04,56.26,09/2019,2019
2019-09-05,56.3,09/2019,2019
2019-09-06,56.52,09/2019,2019
2019-09-09,57.85,09/2019,2019
2019-09-10,57.4,09/2019,2019
2019-09-11,55.75,09/2019,2019
2019-09-12,55.09,09/2019,2019
2019-09-13,54.85,09/2019,2019
2019-09-16,62.9,09/2019,2019
2019-09-17,59.292,09/2019,2019
2019-09-18,58.082,09/2019,2019
2019-09-19,58.166,09/2019,2019
2019-09-20,58.09,09/2019,2019
2019-09-23,58.64,09/2019,2019
2019-09-24,57.29,09/2019,2019
2019-09-25,56.49,09/2019,2019
2019-09-26,56.41,09/2019,2019
2019-09-27,55.91,09/2019,2019
2019-09-30,54.07,09/2019,2019
2019-10-01,53.62,10/2019,2019
2019-10-02,52.64,10/2019,2019
2019-10-03,52.45,10/2019,2019
2019-10-04,52.81,10/2019,2019
2019-10-07,52.75,10/2019,2019
2019-10-08,52.63,10/2019,2019
2019-10-09,52.59,10/2019,2019
2019-10-10,53.55,10/2019,2019
2019-10-11,54.7,10/2019,2019
2019-10-14,53.59,10/2019,2019
2019-10-15,52.81,10/2019,2019
2019-10-16,53.36,10/2019,2019
2019-10-17,53.95,10/2019,2019
2019-10-18,53.816,10/2019,2019
2019-10-21,53.43,10/2019,2019
2019-10-22,54.416,10/2019,2019
2019-10-23,55.97,10/2019,2019
2019-10-24,56.23,10/2019,2019
2019-10-25,56.66,10/2019,2019
2019-10-28,55.81,10/2019,2019
2019-10-29,55.54,10/2019,2019
2019-10-30,55.06,10/2019,2019
2019-10-31,54.18,10/2019,2019
2019-11-01,56.2,11/2019,2019
2019-11-04,56.54,11/2019,2019
2019-11-05,57.23,11/2019,2019
2019-11-06,56.35,11/2019,2019
2019-11-07,57.15,11/2019,2019
2019-11-08,57.24,11/2019,2019
2019-11-11,56.86,11/2019,2019
2019-11-12,56.8,11/2019,2019
2019-11-13,57.12,11/2019,2019
2019-11-14,56.77,11/2019,2019
2019-11-15,57.742,11/2019,2019
2019-11-18,57.086,11/2019,2019
2019-11-19,55.294,11/2019,2019
2019-11-20,57.03,11/2019,2019
2019-11-21,58.58,11/2019,2019
2019-11-22,57.77,11/2019,2019
2019-11-25,58.01,11/2019,2019
2019-11-26,58.41,11/2019,2019
2019-11-27,58.11,11/2019,2019
2019-11-29,55.17,11/2019,2019
2019-12-02,55.96,12/2019,2019
2019-12-03,56.1,12/2019,2019
2019-12-04,58.43,12/2019,2019
2019-12-05,58.43,12/2019,2019
2019-12-06,59.2,12/2019,2019
2019-12-09,59.02,12/2019,2019
2019-12-10,59.24,12/2019,2019
2019-12-11,58.76,12/2019,2019
2019-12-12,59.18,12/2019,2019
2019-12-13,60.07,12/2019,2019
2019-12-16,60.196,12/2019,2019
2019-12-17,60.912,12/2019,2019
2019-12-18,60.882,12/2019,2019
2019-12-19,61.188,12/2019,2019
2019-12-20,60.44,12/2019,2019
2019-12-23,60.52,12/2019,2019
2019-12-24,61.11,12/2019,2019
2019-12-26,61.68,12/2019,2019
2019-12-27,61.72,12/2019,2019
2019-12-30,61.68,12/2019,2019
2019-12-31,61.06,12/2019,2019
2020-01-02,61.18,01/2020,2020
2020-01-03,63.05,01/2020,2020
2020-01-06,63.27,01/2020,2020
2020-01-07,62.7,01/2020,2020
2020-01-08,59.61,01/2020,2020
2020-01-09,59.56,01/2020,2020
2020-01-10,59.04,01/2020,2020
2020-01-13,58.08,01/2020,2020
2020-01-14,58.23,01/2020,2020
2020-01-15,57.816,01/2020,2020
2020-01-16,58.524,01/2020,2020
2020-01-17,58.564,01/2020,2020
2020-01-21,58.372,01/2020,2020
2020-01-22,56.74,01/2020,2020
2020-01-23,55.59,01/2020,2020
2020-01-24,54.19,01/2020,2020
2020-01-27,53.14,01/2020,2020
2020-01-28,53.48,01/2020,2020
2020-01-29,53.33,01/2020,2020
2020-01-30,52.14,01/2020,2020
2020-01-31,51.56,01/2020,2020
2020-02-03,50.11,02/2020,2020
2020-02-04,49.61,02/2020,2020
2020-02-05,50.75,02/2020,2020
2020-02-06,50.95,02/2020,2020
2020-02-07,50.32,02/2020,2020
2020-02-10,49.57,02/2020,2020
2020-02-11,49.94,02/2020,2020
2020-02-12,51.17,02/2020,2020
2020-02-13,51.42,02/2020,2020
2020-02-14,52.104,02/2020,2020
2020-02-18,52.146,02/2020,2020
2020-02-19,53.41,02/2020,2020
2020-02-20,53.86,02/2020,2020
2020-02-21,53.38,02/2020,2020
2020-02-24,51.43,02/2020,2020
2020-02-25,49.9,02/2020,2020
2020-02-26,48.73,02/2020,2020
2020-02-27,47.09,02/2020,2020
2020-02-28,44.76,02/2020,2020
2020-03-02,46.75,03/2020,2020
2020-03-03,47.18,03/2020,2020
2020-03-04,46.78,03/2020,2020
2020-03-05,45.9,03/2020,2020
2020-03-06,41.28,03/2020,2020
2020-03-09,31.13,03/2020,2020
2020-03-10,34.36,03/2020,2020
2020-03-11,32.98,03/2020,2020
2020-03-12,31.5,03/2020,2020
2020-03-13,31.73,03/2020,2020
2020-03-16,28.7,03/2020,2020
2020-03-17,27.026,03/2020,2020
2020-03-18,20.554,03/2020,2020
2020-03-19,25.634,03/2020,2020
2020-03-20,22.59,03/2020,2020
2020-03-23,23.36,03/2020,2020
2020-03-24,24.01,03/2020,2020
2020-03-25,24.49,03/2020,2020
2020-03-26,22.6,03/2020,2020
2020-03-27,21.51,03/2020,2020
2020-03-30,20.09,03/2020,2020
2020-03-31,20.48,03/2020,2020
2020-04-01,20.31,04/2020,2020
2020-04-02,25.32,04/2020,2020
2020-04-03,28.34,04/2020,2020
2020-04-06,26.08,04/2020,2020
2020-04-07,23.63,04/2020,2020
2020-04-08,25.09,04/2020,2020
2020-04-09,22.76,04/2020,2020
2020-04-13,22.41,04/2020,2020
2020-04-14,20.11,04/2020,2020
2020-04-15,19.87,04/2020,2020
2020-04-16,21.002,04/2020,2020
2020-04-17,20.974,04/2020,2020
2020-04-21,11.258,04/2020,2020
2020-04-22,13.78,04/2020,2020
2020-04-23,16.5,04/2020,2020
2020-04-24,16.94,04/2020,2020
