date,value_x,value_y
7/13/2015,52.2,52.2
7/14/2015,53.04,53.04
7/15/2015,51.41,51.41
7/16/2015,50.976,50.976
7/17/2015,51.018,51.018
7/20/2015,50.324,50.324
7/21/2015,50.76,50.76
7/22/2015,49.19,49.19
7/23/2015,48.45,48.45
7/24/2015,48.14,48.14
7/27/2015,47.39,47.39
7/28/2015,47.98,47.98
7/29/2015,48.79,48.79
7/30/2015,48.52,48.52
7/31/2015,47.12,47.12
8/3/2015,45.17,45.17
8/4/2015,45.74,45.74
8/5/2015,45.15,45.15
8/6/2015,44.66,44.66
8/7/2015,43.87,43.87
8/10/2015,44.96,44.96
8/11/2015,43.08,43.08
8/12/2015,43.3,43.3
8/13/2015,42.23,42.23
8/14/2015,42.5,42.5
8/17/2015,41.978,41.978
8/18/2015,42.82,42.82
8/19/2015,41.082,41.082
8/20/2015,41.284,41.284
8/21/2015,40.45,40.45
8/24/2015,38.24,38.24
8/25/2015,39.31,39.31
8/26/2015,38.6,38.6
8/27/2015,42.56,42.56
8/28/2015,45.22,45.22
8/31/2015,49.2,49.2
9/1/2015,45.41,45.41
9/2/2015,46.25,46.25
9/3/2015,46.75,46.75
9/4/2015,46.05,46.05
9/8/2015,45.94,45.94
9/9/2015,44.15,44.15
9/10/2015,45.92,45.92
9/11/2015,44.63,44.63
9/14/2015,44,44
9/15/2015,44.59,44.59
9/16/2015,47.15,47.15
9/17/2015,46.96,46.96
9/18/2015,44.816,44.816
9/21/2015,46.848,46.848
9/22/2015,46.254,46.254
9/23/2015,44.48,44.48
9/24/2015,44.91,44.91
9/25/2015,45.7,45.7
9/28/2015,44.43,44.43
9/29/2015,45.23,45.23
9/30/2015,45.09,45.09
10/1/2015,44.74,44.74
10/2/2015,45.54,45.54
10/5/2015,46.26,46.26
10/6/2015,48.53,48.53
10/7/2015,47.81,47.81
10/8/2015,49.43,49.43
10/9/2015,49.63,49.63
10/12/2015,47.1,47.1
10/13/2015,46.66,46.66
10/14/2015,46.64,46.64
10/15/2015,46.478,46.478
10/16/2015,47.444,47.444
10/19/2015,46.124,46.124
10/20/2015,46.142,46.142
10/21/2015,45.2,45.2
10/22/2015,45.38,45.38
10/23/2015,44.6,44.6
10/26/2015,43.98,43.98
10/27/2015,43.2,43.2
10/28/2015,45.94,45.94
10/29/2015,46.06,46.06
10/30/2015,46.59,46.59
11/2/2015,46.14,46.14
11/3/2015,47.9,47.9
11/4/2015,46.32,46.32
11/5/2015,45.2,45.2
11/6/2015,44.29,44.29
11/9/2015,43.87,43.87
11/10/2015,44.21,44.21
11/11/2015,42.93,42.93
11/12/2015,41.75,41.75
11/13/2015,40.74,40.74
11/16/2015,41.74,41.74
11/17/2015,40.878,40.878
11/18/2015,41.23,41.23
11/19/2015,41.248,41.248
11/20/2015,41.598,41.598
11/23/2015,41.75,41.75
11/24/2015,42.87,42.87
11/25/2015,43.04,43.04
11/27/2015,41.71,41.71
11/30/2015,41.65,41.65
12/1/2015,41.85,41.85
12/2/2015,39.94,39.94
12/3/2015,41.08,41.08
12/4/2015,39.97,39.97
12/7/2015,37.65,37.65
12/8/2015,37.51,37.51
12/9/2015,37.16,37.16
12/10/2015,36.76,36.76
12/11/2015,35.62,35.62
12/14/2015,36.31,36.31
12/15/2015,37.35,37.35
12/16/2015,35.766,35.766
12/17/2015,35.478,35.478
12/18/2015,35.528,35.528
12/21/2015,35.596,35.596
12/22/2015,36.14,36.14
12/23/2015,37.5,37.5
12/24/2015,38.1,38.1
12/28/2015,36.81,36.81
12/29/2015,37.87,37.87
12/30/2015,36.6,36.6
12/31/2015,37.04,37.04
1/4/2016,36.76,36.76
1/5/2016,35.97,35.97
1/6/2016,33.97,33.97
1/7/2016,33.27,33.27
1/8/2016,33.16,33.16
1/11/2016,31.41,31.41
1/12/2016,30.44,30.44
1/13/2016,30.48,30.48
1/14/2016,31.382,31.382
1/15/2016,29.808,29.808
1/19/2016,29.126,29.126
1/20/2016,27.99,27.99
1/21/2016,29.53,29.53
1/22/2016,32.19,32.19
1/25/2016,30.34,30.34
1/26/2016,31.45,31.45
1/27/2016,32.3,32.3
1/28/2016,33.22,33.22
1/29/2016,33.62,33.62
2/1/2016,31.62,31.62
2/2/2016,29.88,29.88
2/3/2016,32.28,32.28
2/4/2016,31.72,31.72
2/5/2016,30.89,30.89
2/8/2016,29.69,29.69
2/9/2016,27.94,27.94
2/10/2016,27.45,27.45
2/11/2016,26.21,26.21
2/12/2016,29.44,29.44
2/16/2016,29.04,29.04
2/17/2016,31.124,31.124
2/18/2016,31.634,31.634
2/19/2016,30.906,30.906
2/22/2016,33.008,33.008
2/23/2016,31.87,31.87
2/24/2016,32.15,32.15
2/25/2016,33.07,33.07
2/26/2016,32.78,32.78
2/29/2016,33.75,33.75
3/1/2016,34.4,34.4
3/2/2016,34.66,34.66
3/3/2016,34.57,34.57
3/4/2016,35.92,35.92
3/7/2016,37.9,37.9
3/8/2016,36.5,36.5
3/9/2016,38.29,38.29
3/10/2016,37.84,37.84
3/11/2016,38.5,38.5
3/14/2016,37.18,37.18
3/15/2016,36.34,36.34
3/16/2016,38.768,38.768
3/17/2016,40.784,40.784
3/18/2016,40.46,40.46
3/21/2016,41.198,41.198
3/22/2016,41.45,41.45
3/23/2016,39.79,39.79
3/24/2016,39.46,39.46
3/28/2016,39.39,39.39
3/29/2016,38.28,38.28
3/30/2016,38.32,38.32
3/31/2016,38.34,38.34
4/1/2016,36.79,36.79
4/4/2016,35.7,35.7
4/5/2016,35.89,35.89
4/6/2016,37.75,37.75
4/7/2016,37.26,37.26
4/8/2016,39.72,39.72
4/11/2016,40.36,40.36
4/12/2016,42.17,42.17
4/13/2016,41.76,41.76
4/14/2016,41.5,41.5
4/15/2016,40.63,40.63
4/18/2016,40.344,40.344
4/19/2016,41.914,41.914
4/20/2016,43.87,43.87
4/21/2016,43.18,43.18
4/22/2016,43.73,43.73
4/25/2016,42.64,42.64
4/26/2016,44.04,44.04
4/27/2016,45.33,45.33
4/28/2016,46.03,46.03
4/29/2016,45.92,45.92
5/2/2016,44.78,44.78
5/3/2016,43.65,43.65
5/4/2016,43.78,43.78
5/5/2016,44.32,44.32
5/6/2016,44.66,44.66
5/9/2016,43.44,43.44
5/10/2016,44.66,44.66
5/11/2016,46.23,46.23
5/12/2016,46.7,46.7
5/13/2016,46.21,46.21
5/16/2016,47.72,47.72
5/17/2016,48.446,48.446
5/18/2016,48.426,48.426
5/19/2016,48.466,48.466
5/20/2016,48.278,48.278
5/23/2016,48.08,48.08
5/24/2016,48.62,48.62
5/25/2016,49.56,49.56
5/26/2016,49.48,49.48
5/27/2016,49.33,49.33
5/31/2016,49.1,49.1
6/1/2016,49.01,49.01
6/2/2016,49.17,49.17
6/3/2016,48.62,48.62
6/6/2016,49.69,49.69
6/7/2016,50.36,50.36
6/8/2016,51.23,51.23
6/9/2016,50.56,50.56
6/10/2016,49.07,49.07
6/13/2016,48.88,48.88
6/14/2016,48.49,48.49
6/15/2016,48.01,48.01
6/16/2016,46.316,46.316
6/17/2016,48.212,48.212
6/20/2016,49.724,49.724
6/21/2016,49.65,49.65
6/22/2016,49.13,49.13
6/23/2016,50.11,50.11
6/24/2016,47.64,47.64
6/27/2016,46.33,46.33
6/28/2016,47.85,47.85
6/29/2016,49.88,49.88
6/30/2016,48.33,48.33
7/1/2016,48.99,48.99
7/5/2016,46.6,46.6
7/6/2016,47.43,47.43
7/7/2016,45.14,45.14
7/8/2016,45.41,45.41
7/11/2016,44.76,44.76
7/12/2016,46.8,46.8
7/13/2016,44.75,44.75
7/14/2016,45.68,45.68
7/15/2016,46.09,46.09
7/18/2016,45.52,45.52
7/19/2016,45.13,45.13
7/20/2016,45.588,45.588
7/21/2016,44.75,44.75
7/22/2016,44.19,44.19
7/25/2016,43.13,43.13
7/26/2016,42.92,42.92
7/27/2016,41.92,41.92
7/28/2016,41.14,41.14
7/29/2016,41.6,41.6
8/1/2016,40.06,40.06
8/2/2016,39.51,39.51
8/3/2016,40.83,40.83
8/4/2016,41.93,41.93
8/5/2016,41.8,41.8
8/8/2016,43.02,43.02
8/9/2016,42.77,42.77
8/10/2016,41.71,41.71
8/11/2016,43.49,43.49
8/12/2016,44.49,44.49
8/15/2016,45.74,45.74
8/16/2016,46.58,46.58
8/17/2016,46.936,46.936
8/18/2016,48.488,48.488
8/19/2016,48.874,48.874
8/22/2016,47.338,47.338
8/23/2016,48.1,48.1
8/24/2016,46.77,46.77
8/25/2016,47.33,47.33
8/26/2016,47.64,47.64
8/29/2016,46.98,46.98
8/30/2016,46.35,46.35
8/31/2016,44.7,44.7
9/1/2016,43.16,43.16
9/2/2016,44.44,44.44
9/6/2016,44.83,44.83
9/7/2016,45.5,45.5
9/8/2016,47.62,47.62
9/9/2016,45.88,45.88
9/12/2016,46.29,46.29
9/13/2016,44.9,44.9
9/14/2016,43.58,43.58
9/15/2016,44.032,44.032
9/16/2016,43.266,43.266
9/19/2016,43.636,43.636
9/20/2016,43.928,43.928
9/21/2016,45.34,45.34
9/22/2016,46.32,46.32
9/23/2016,44.48,44.48
9/26/2016,45.93,45.93
9/27/2016,44.67,44.67
9/28/2016,47.05,47.05
9/29/2016,47.83,47.83
9/30/2016,48.24,48.24
10/3/2016,48.81,48.81
10/4/2016,48.69,48.69
10/5/2016,49.83,49.83
10/6/2016,50.44,50.44
10/7/2016,49.81,49.81
10/10/2016,51.35,51.35
10/11/2016,50.79,50.79
10/12/2016,50.18,50.18
10/13/2016,50.44,50.44
10/14/2016,50.35,50.35
10/17/2016,50.026,50.026
10/18/2016,50.422,50.422
10/19/2016,51.732,51.732
10/20/2016,50.59,50.59
10/21/2016,50.85,50.85
10/24/2016,50.52,50.52
10/25/2016,49.96,49.96
10/26/2016,49.18,49.18
10/27/2016,49.72,49.72
10/28/2016,48.7,48.7
10/31/2016,46.86,46.86
11/1/2016,46.67,46.67
11/2/2016,45.34,45.34
11/3/2016,44.66,44.66
11/4/2016,44.07,44.07
11/7/2016,44.89,44.89
11/8/2016,44.98,44.98
11/9/2016,45.27,45.27
11/10/2016,44.66,44.66
11/11/2016,43.41,43.41
11/14/2016,43.32,43.32
11/15/2016,45.81,45.81
11/16/2016,45.676,45.676
11/17/2016,45.644,45.644
11/18/2016,46.092,46.092
11/21/2016,48.09,48.09
11/22/2016,48.03,48.03
11/23/2016,47.96,47.96
11/25/2016,46.06,46.06
11/28/2016,47.08,47.08
11/29/2016,45.23,45.23
11/30/2016,49.44,49.44
12/1/2016,51.06,51.06
12/2/2016,51.68,51.68
12/5/2016,51.79,51.79
12/6/2016,50.93,50.93
12/7/2016,49.77,49.77
12/8/2016,50.84,50.84
12/9/2016,51.5,51.5
12/12/2016,52.83,52.83
12/13/2016,52.98,52.98
12/14/2016,51.04,51.04
12/15/2016,51.114,51.114
12/16/2016,52.32,52.32
12/19/2016,52.684,52.684
12/20/2016,53.086,53.086
12/21/2016,52.49,52.49
12/22/2016,52.95,52.95
12/23/2016,53.02,53.02
12/27/2016,53.9,53.9
12/28/2016,54.06,54.06
12/29/2016,53.77,53.77
12/30/2016,53.72,53.72
1/3/2017,52.33,52.33
1/4/2017,53.26,53.26
1/5/2017,53.76,53.76
1/6/2017,53.99,53.99
1/9/2017,51.96,51.96
1/10/2017,50.82,50.82
1/11/2017,52.25,52.25
1/12/2017,53.01,53.01
1/13/2017,52.37,52.37
1/17/2017,52.636,52.636
1/18/2017,51.404,51.404
1/19/2017,51.82,51.82
1/20/2017,53.06,53.06
1/23/2017,52.75,52.75
1/24/2017,53.18,53.18
1/25/2017,52.75,52.75
1/26/2017,53.78,53.78
1/27/2017,53.17,53.17
1/30/2017,52.63,52.63
1/31/2017,52.81,52.81
2/1/2017,53.88,53.88
2/2/2017,53.54,53.54
2/3/2017,53.83,53.83
2/6/2017,53.01,53.01
2/7/2017,52.17,52.17
2/8/2017,52.34,52.34
2/9/2017,53,53
2/10/2017,53.86,53.86
2/13/2017,52.93,52.93
2/14/2017,53.2,53.2
2/15/2017,53.208,53.208
2/16/2017,53.516,53.516
2/17/2017,53.628,53.628
2/21/2017,54.276,54.276
2/22/2017,53.59,53.59
2/23/2017,54.45,54.45
2/24/2017,53.99,53.99
2/27/2017,54.05,54.05
2/28/2017,54.01,54.01
3/1/2017,53.83,53.83
3/2/2017,52.61,52.61
3/3/2017,53.33,53.33
3/6/2017,53.2,53.2
3/7/2017,53.14,53.14
3/8/2017,50.28,50.28
3/9/2017,49.28,49.28
3/10/2017,48.49,48.49
3/13/2017,48.4,48.4
3/14/2017,47.72,47.72
3/15/2017,48.86,48.86
3/16/2017,48.848,48.848
3/17/2017,48.992,48.992
3/20/2017,48.634,48.634
3/21/2017,48.06,48.06
3/22/2017,48.04,48.04
3/23/2017,47.7,47.7
3/24/2017,47.97,47.97
3/27/2017,47.73,47.73
3/28/2017,48.37,48.37
3/29/2017,49.51,49.51
3/30/2017,50.35,50.35
3/31/2017,50.6,50.6
4/3/2017,50.24,50.24
4/4/2017,51.03,51.03
4/5/2017,51.15,51.15
4/6/2017,51.7,51.7
4/7/2017,52.24,52.24
4/10/2017,53.08,53.08
4/11/2017,53.4,53.4
4/12/2017,53.11,53.11
4/13/2017,53.18,53.18
4/17/2017,52.742,52.742
4/18/2017,52.586,52.586
4/19/2017,50.686,50.686
4/20/2017,50.622,50.622
4/21/2017,49.62,49.62
4/24/2017,49.23,49.23
4/25/2017,49.56,49.56
4/26/2017,49.62,49.62
4/27/2017,48.97,48.97
4/28/2017,49.33,49.33
5/1/2017,48.84,48.84
5/2/2017,47.66,47.66
5/3/2017,47.82,47.82
5/4/2017,45.52,45.52
5/5/2017,46.22,46.22
5/8/2017,46.43,46.43
5/9/2017,45.88,45.88
5/10/2017,47.33,47.33
5/11/2017,47.83,47.83
5/12/2017,47.84,47.84
5/15/2017,48.85,48.85
5/16/2017,48.66,48.66
5/17/2017,49.138,49.138
5/18/2017,49.474,49.474
5/19/2017,50.534,50.534
5/22/2017,51.05,51.05
5/23/2017,51.47,51.47
5/24/2017,51.36,51.36
5/25/2017,48.9,48.9
5/26/2017,49.8,49.8
5/30/2017,49.66,49.66
5/31/2017,48.32,48.32
6/1/2017,48.36,48.36
6/2/2017,47.66,47.66
6/5/2017,47.4,47.4
6/6/2017,48.19,48.19
6/7/2017,45.72,45.72
6/8/2017,45.64,45.64
6/9/2017,45.83,45.83
6/12/2017,46.08,46.08
6/13/2017,46.46,46.46
6/14/2017,44.73,44.73
6/15/2017,44.504,44.504
6/16/2017,44.832,44.832
6/19/2017,44.338,44.338
6/20/2017,43.454,43.454
6/21/2017,42.53,42.53
6/22/2017,42.74,42.74
6/23/2017,43.01,43.01
6/26/2017,43.38,43.38
6/27/2017,44.24,44.24
6/28/2017,44.74,44.74
6/29/2017,44.93,44.93
6/30/2017,46.04,46.04
7/3/2017,47.07,47.07
7/5/2017,45.13,45.13
7/6/2017,45.52,45.52
7/7/2017,44.23,44.23
7/10/2017,44.4,44.4
7/11/2017,45.04,45.04
7/12/2017,45.49,45.49
7/13/2017,46.08,46.08
7/14/2017,46.54,46.54
7/17/2017,46.062,46.062
7/18/2017,46.476,46.476
7/19/2017,47.24,47.24
7/20/2017,46.894,46.894
7/21/2017,45.77,45.77
7/24/2017,46.34,46.34
7/25/2017,47.89,47.89
7/26/2017,48.75,48.75
7/27/2017,49.04,49.04
7/28/2017,49.71,49.71
7/31/2017,50.17,50.17
8/1/2017,49.16,49.16
8/2/2017,49.59,49.59
8/3/2017,49.03,49.03
8/4/2017,49.58,49.58
8/7/2017,49.39,49.39
8/8/2017,49.17,49.17
8/9/2017,49.56,49.56
8/10/2017,48.59,48.59
8/11/2017,48.82,48.82
8/14/2017,47.59,47.59
8/15/2017,47.55,47.55
8/16/2017,46.78,46.78
8/17/2017,47.12,47.12
8/18/2017,48.57,48.57
8/21/2017,47.466,47.466
8/22/2017,47.792,47.792
8/23/2017,48.41,48.41
8/24/2017,47.43,47.43
8/25/2017,47.87,47.87
8/28/2017,46.57,46.57
8/29/2017,46.44,46.44
8/30/2017,45.96,45.96
8/31/2017,47.23,47.23
9/1/2017,47.29,47.29
9/5/2017,48.66,48.66
9/6/2017,49.16,49.16
9/7/2017,49.09,49.09
9/8/2017,47.48,47.48
9/11/2017,48.07,48.07
9/12/2017,48.23,48.23
9/13/2017,49.3,49.3
9/14/2017,49.89,49.89
9/15/2017,50,50
9/18/2017,50.086,50.086
9/19/2017,49.732,49.732
9/20/2017,50.634,50.634
9/21/2017,50.55,50.55
9/22/2017,50.66,50.66
9/25/2017,52.22,52.22
9/26/2017,51.88,51.88
9/27/2017,52.14,52.14
9/28/2017,51.56,51.56
9/29/2017,51.67,51.67
10/2/2017,50.58,50.58
10/3/2017,50.42,50.42
10/4/2017,49.98,49.98
10/5/2017,50.79,50.79
10/6/2017,49.29,49.29
10/9/2017,49.58,49.58
10/10/2017,50.92,50.92
10/11/2017,51.3,51.3
10/12/2017,50.6,50.6
10/13/2017,51.45,51.45
10/16/2017,51.87,51.87
10/17/2017,51.926,51.926
10/18/2017,52.128,52.128
10/19/2017,51.422,51.422
10/20/2017,51.766,51.766
10/23/2017,51.9,51.9
10/24/2017,52.47,52.47
10/25/2017,52.18,52.18
10/26/2017,52.64,52.64
10/27/2017,53.9,53.9
10/30/2017,54.15,54.15
10/31/2017,54.38,54.38
11/1/2017,54.3,54.3
11/2/2017,54.54,54.54
11/3/2017,55.64,55.64
11/6/2017,57.35,57.35
11/7/2017,57.2,57.2
11/8/2017,56.81,56.81
11/9/2017,57.17,57.17
11/10/2017,56.74,56.74
11/13/2017,56.76,56.76
11/14/2017,55.7,55.7
11/15/2017,55.368,55.368
11/16/2017,55.224,55.224
11/17/2017,56.646,56.646
11/20/2017,56.354,56.354
11/21/2017,56.83,56.83
11/22/2017,58.02,58.02
11/24/2017,58.95,58.95
11/27/2017,58.11,58.11
11/28/2017,57.99,57.99
11/29/2017,57.3,57.3
11/30/2017,57.4,57.4
12/1/2017,58.36,58.36
12/4/2017,57.47,57.47
12/5/2017,57.62,57.62
12/6/2017,55.96,55.96
12/7/2017,56.69,56.69
12/8/2017,57.36,57.36
12/11/2017,57.99,57.99
12/12/2017,57.14,57.14
12/13/2017,56.6,56.6
12/14/2017,57.048,57.048
12/15/2017,57.312,57.312
12/18/2017,57.196,57.196
12/19/2017,57.54,57.54
12/20/2017,58.09,58.09
12/21/2017,58.36,58.36
12/22/2017,58.47,58.47
12/26/2017,59.97,59.97
12/27/2017,59.64,59.64
12/28/2017,59.84,59.84
12/29/2017,60.42,60.42
1/2/2018,60.37,60.37
1/3/2018,61.63,61.63
1/4/2018,62.01,62.01
1/5/2018,61.44,61.44
1/8/2018,61.73,61.73
1/9/2018,62.96,62.96
1/10/2018,63.57,63.57
1/11/2018,63.8,63.8
1/12/2018,64.3,64.3
1/16/2018,63.73,63.73
1/17/2018,63.96,63.96
1/18/2018,63.926,63.926
1/19/2018,63.334,63.334
1/22/2018,63.554,63.554
1/23/2018,64.47,64.47
1/24/2018,65.61,65.61
1/25/2018,65.51,65.51
1/26/2018,66.14,66.14
1/29/2018,65.56,65.56
1/30/2018,64.5,64.5
1/31/2018,64.73,64.73
2/1/2018,65.8,65.8
2/2/2018,65.45,65.45
2/5/2018,64.15,64.15
2/6/2018,63.39,63.39
2/7/2018,61.79,61.79
2/8/2018,61.15,61.15
2/9/2018,59.2,59.2
2/12/2018,59.29,59.29
2/13/2018,59.19,59.19
2/14/2018,60.582,60.582
2/15/2018,61.272,61.272
2/16/2018,61.602,61.602
2/20/2018,61.812,61.812
2/21/2018,61.68,61.68
2/22/2018,62.77,62.77
2/23/2018,63.55,63.55
2/26/2018,63.91,63.91
2/27/2018,63.01,63.01
2/28/2018,61.64,61.64
3/1/2018,60.99,60.99
3/2/2018,61.25,61.25
3/5/2018,62.57,62.57
3/6/2018,62.6,62.6
3/7/2018,61.15,61.15
3/8/2018,60.12,60.12
3/9/2018,62.04,62.04
3/12/2018,61.36,61.36
3/13/2018,60.71,60.71
3/14/2018,60.96,60.96
3/15/2018,61.202,61.202
3/16/2018,62.368,62.368
3/19/2018,62.102,62.102
3/20/2018,63.512,63.512
3/21/2018,65.17,65.17
3/22/2018,64.3,64.3
3/23/2018,65.88,65.88
3/26/2018,65.55,65.55
3/27/2018,65.25,65.25
3/28/2018,64.38,64.38
3/29/2018,64.94,64.94
4/2/2018,63.01,63.01
4/3/2018,63.51,63.51
4/4/2018,63.37,63.37
4/5/2018,63.54,63.54
4/6/2018,62.06,62.06
4/9/2018,63.42,63.42
4/10/2018,65.51,65.51
4/11/2018,66.82,66.82
4/12/2018,67.07,67.07
4/13/2018,67.39,67.39
4/16/2018,66.22,66.22
4/17/2018,66.518,66.518
4/18/2018,68.47,68.47
4/19/2018,68.314,68.314
4/20/2018,68.396,68.396
4/23/2018,68.64,68.64
4/24/2018,67.7,67.7
4/25/2018,68.05,68.05
4/26/2018,68.19,68.19
4/27/2018,68.1,68.1
4/30/2018,68.57,68.57
5/1/2018,67.25,67.25
5/2/2018,67.93,67.93
5/3/2018,68.43,68.43
5/4/2018,69.72,69.72
5/7/2018,70.73,70.73
5/8/2018,69.06,69.06
5/9/2018,71.14,71.14
5/10/2018,71.36,71.36
5/11/2018,70.7,70.7
5/14/2018,70.96,70.96
5/15/2018,71.31,71.31
5/16/2018,71.49,71.49
5/17/2018,71.506,71.506
5/18/2018,71.316,71.316
5/21/2018,72.306,72.306
5/22/2018,72.186,72.186
5/23/2018,71.84,71.84
5/24/2018,70.71,70.71
5/25/2018,67.88,67.88
5/29/2018,66.73,66.73
5/30/2018,68.21,68.21
5/31/2018,67.04,67.04
6/1/2018,65.81,65.81
6/4/2018,64.75,64.75
6/5/2018,65.52,65.52
6/6/2018,64.73,64.73
6/7/2018,65.95,65.95
6/8/2018,65.74,65.74
6/11/2018,66.1,66.1
6/12/2018,66.36,66.36
6/13/2018,66.64,66.64
6/14/2018,66.89,66.89
6/15/2018,65.018,65.018
6/18/2018,65.786,65.786
6/19/2018,64.968,64.968
6/20/2018,65.812,65.812
6/21/2018,65.54,65.54
6/22/2018,68.58,68.58
6/25/2018,68.08,68.08
6/26/2018,70.53,70.53
6/27/2018,72.76,72.76
6/28/2018,73.45,73.45
6/29/2018,74.15,74.15
7/2/2018,73.94,73.94
7/3/2018,74.14,74.14
7/5/2018,72.94,72.94
7/6/2018,73.8,73.8
7/9/2018,73.85,73.85
7/10/2018,74.11,74.11
7/11/2018,70.38,70.38
7/12/2018,70.33,70.33
7/13/2018,71.01,71.01
7/16/2018,68.06,68.06
7/17/2018,67.896,67.896
7/18/2018,68.356,68.356
7/19/2018,68.728,68.728
7/20/2018,68.7,68.7
7/23/2018,67.89,67.89
7/24/2018,68.52,68.52
7/25/2018,69.3,69.3
7/26/2018,69.61,69.61
7/27/2018,68.69,68.69
7/30/2018,70.13,70.13
7/31/2018,68.76,68.76
8/1/2018,67.66,67.66
8/2/2018,68.96,68.96
8/3/2018,68.49,68.49
8/6/2018,69.01,69.01
8/7/2018,69.17,69.17
8/8/2018,66.94,66.94
8/9/2018,66.81,66.81
8/10/2018,67.63,67.63
8/13/2018,67.2,67.2
8/14/2018,67.04,67.04
8/15/2018,65.01,65.01
8/16/2018,65.344,65.344
8/17/2018,65.63,65.63
8/20/2018,65.824,65.824
8/21/2018,66.142,66.142
8/22/2018,67.86,67.86
8/23/2018,67.83,67.83
8/24/2018,68.72,68.72
8/27/2018,68.87,68.87
8/28/2018,68.53,68.53
8/29/2018,69.51,69.51
8/30/2018,70.25,70.25
8/31/2018,69.8,69.8
9/4/2018,69.87,69.87
9/5/2018,68.72,68.72
9/6/2018,67.77,67.77
9/7/2018,67.75,67.75
9/10/2018,67.54,67.54
9/11/2018,69.25,69.25
9/12/2018,70.37,70.37
9/13/2018,68.59,68.59
9/14/2018,68.99,68.99
9/17/2018,68.864,68.864
9/18/2018,69.746,69.746
9/19/2018,70.91,70.91
9/20/2018,70.416,70.416
9/21/2018,70.78,70.78
9/24/2018,72.08,72.08
9/25/2018,72.28,72.28
9/26/2018,71.57,71.57
9/27/2018,72.12,72.12
9/28/2018,73.25,73.25
10/1/2018,75.3,75.3
10/2/2018,75.23,75.23
10/3/2018,76.41,76.41
10/4/2018,74.33,74.33
10/5/2018,74.34,74.34
10/8/2018,74.29,74.29
10/9/2018,74.96,74.96
10/10/2018,73.17,73.17
10/11/2018,70.97,70.97
10/12/2018,71.34,71.34
10/15/2018,71.78,71.78
10/16/2018,71.92,71.92
10/17/2018,69.74,69.74
10/18/2018,68.674,68.674
10/19/2018,69.216,69.216
10/22/2018,69.322,69.322
10/23/2018,66.43,66.43
10/24/2018,66.82,66.82
10/25/2018,67.33,67.33
10/26/2018,67.59,67.59
10/29/2018,67.04,67.04
10/30/2018,66.18,66.18
10/31/2018,65.31,65.31
11/1/2018,63.69,63.69
11/2/2018,63.14,63.14
11/5/2018,63.1,63.1
11/6/2018,62.21,62.21
11/7/2018,61.67,61.67
11/8/2018,60.67,60.67
11/9/2018,60.19,60.19
11/12/2018,59.93,59.93
11/13/2018,55.69,55.69
11/14/2018,56.288,56.288
11/15/2018,56.548,56.548
11/16/2018,56.592,56.592
11/19/2018,57.112,57.112
11/20/2018,53.43,53.43
11/21/2018,54.63,54.63
11/23/2018,50.42,50.42
11/26/2018,51.63,51.63
11/27/2018,51.56,51.56
11/28/2018,50.29,50.29
11/29/2018,51.45,51.45
11/30/2018,50.93,50.93
12/3/2018,52.95,52.95
12/4/2018,53.25,53.25
12/5/2018,52.89,52.89
12/6/2018,51.49,51.49
12/7/2018,52.61,52.61
12/10/2018,51,51
12/11/2018,51.65,51.65
12/12/2018,51.15,51.15
12/13/2018,52.58,52.58
12/14/2018,51.254,51.254
12/17/2018,50.008,50.008
12/18/2018,46.456,46.456
12/19/2018,47.976,47.976
12/20/2018,45.88,45.88
12/21/2018,45.59,45.59
12/24/2018,42.53,42.53
12/26/2018,46.22,46.22
12/27/2018,44.61,44.61
12/28/2018,45.33,45.33
12/31/2018,45.41,45.41
1/2/2019,46.54,46.54
1/3/2019,47.09,47.09
1/4/2019,47.96,47.96
1/7/2019,48.52,48.52
1/8/2019,49.78,49.78
1/9/2019,52.36,52.36
1/10/2019,52.59,52.59
1/11/2019,51.59,51.59
1/14/2019,50.51,50.51
1/15/2019,52.11,52.11
1/16/2019,52.37,52.37
1/17/2019,52.186,52.186
1/18/2019,53.944,53.944
1/22/2019,52.922,52.922
1/23/2019,52.62,52.62
1/24/2019,53.13,53.13
1/25/2019,53.69,53.69
1/28/2019,51.99,51.99
1/29/2019,53.31,53.31
1/30/2019,54.23,54.23
1/31/2019,53.79,53.79
2/1/2019,55.26,55.26
2/4/2019,54.56,54.56
2/5/2019,53.66,53.66
2/6/2019,54.01,54.01
2/7/2019,52.64,52.64
2/8/2019,52.72,52.72
2/11/2019,52.41,52.41
2/12/2019,53.1,53.1
2/13/2019,53.9,53.9
2/14/2019,54.486,54.486
2/15/2019,55.746,55.746
2/19/2019,56.306,56.306
2/20/2019,57.112,57.112
2/21/2019,56.96,56.96
2/22/2019,57.26,57.26
2/25/2019,55.48,55.48
2/26/2019,55.5,55.5
2/27/2019,56.94,56.94
2/28/2019,57.22,57.22
3/1/2019,55.8,55.8
3/4/2019,56.59,56.59
3/5/2019,56.56,56.56
3/6/2019,56.22,56.22
3/7/2019,56.66,56.66
3/8/2019,56.07,56.07
3/11/2019,56.79,56.79
3/12/2019,56.87,56.87
3/13/2019,58.26,58.26
3/14/2019,58.61,58.61
3/15/2019,58.58,58.58
3/18/2019,59.206,59.206
3/19/2019,59.186,59.186
3/20/2019,60.15,60.15
3/21/2019,59.98,59.98
3/22/2019,59.04,59.04
3/25/2019,58.82,58.82
