date,value_x,value_y
3/26/2019,59.94,59.94
3/27/2019,59.41,59.41
3/28/2019,59.3,59.3
3/29/2019,60.14,60.14
4/1/2019,61.59,61.59
4/2/2019,62.58,62.58
4/3/2019,62.46,62.46
4/4/2019,62.1,62.1
4/5/2019,63.08,63.08
4/8/2019,64.4,64.4
4/9/2019,63.98,63.98
4/10/2019,64.61,64.61
4/11/2019,63.58,63.58
4/12/2019,63.89,63.89
4/15/2019,63.4,63.4
4/16/2019,64.078,64.078
4/17/2019,63.804,63.804
4/18/2019,64.042,64.042
4/22/2019,65.58,65.58
4/23/2019,66.3,66.3
4/24/2019,65.89,65.89
4/25/2019,65.21,65.21
4/26/2019,63.3,63.3
4/29/2019,63.5,63.5
4/30/2019,63.91,63.91
5/1/2019,63.6,63.6
5/2/2019,61.81,61.81
5/3/2019,61.94,61.94
5/6/2019,62.25,62.25
5/7/2019,61.4,61.4
5/8/2019,62.12,62.12
5/9/2019,61.7,61.7
5/10/2019,61.66,61.66
5/13/2019,61.04,61.04
5/14/2019,61.78,61.78
5/15/2019,62.02,62.02
5/16/2019,62.908,62.908
5/17/2019,62.824,62.824
5/20/2019,63.166,63.166
5/21/2019,63.102,63.102
5/22/2019,61.42,61.42
5/23/2019,57.91,57.91
5/24/2019,58.63,58.63
5/28/2019,59.14,59.14
5/29/2019,58.81,58.81
5/30/2019,56.59,56.59
5/31/2019,53.5,53.5
6/3/2019,53.25,53.25
6/4/2019,53.48,53.48
6/5/2019,51.68,51.68
6/6/2019,52.59,52.59
6/7/2019,53.99,53.99
6/10/2019,53.26,53.26
6/11/2019,53.27,53.27
6/12/2019,51.14,51.14
6/13/2019,52.28,52.28
6/14/2019,52.51,52.51
6/17/2019,51.978,51.978
6/18/2019,53.984,53.984
6/19/2019,53.886,53.886
6/20/2019,56.986,56.986
6/21/2019,57.43,57.43
6/24/2019,57.9,57.9
6/25/2019,57.83,57.83
6/26/2019,59.38,59.38
6/27/2019,59.43,59.43
6/28/2019,58.47,58.47
7/1/2019,59.09,59.09
7/2/2019,56.25,56.25
7/3/2019,57.34,57.34
7/5/2019,57.51,57.51
7/8/2019,57.66,57.66
7/9/2019,57.83,57.83
7/10/2019,60.43,60.43
7/11/2019,60.2,60.2
7/12/2019,60.21,60.21
7/15/2019,59.58,59.58
7/16/2019,57.62,57.62
7/17/2019,56.808,56.808
7/18/2019,55.348,55.348
7/19/2019,55.708,55.708
7/22/2019,56.22,56.22
7/23/2019,56.77,56.77
7/24/2019,55.88,55.88
7/25/2019,56.02,56.02
7/26/2019,56.2,56.2
7/29/2019,56.87,56.87
7/30/2019,58.05,58.05
7/31/2019,58.58,58.58
8/1/2019,53.95,53.95
8/2/2019,55.66,55.66
8/5/2019,54.69,54.69
8/6/2019,53.63,53.63
8/7/2019,51.09,51.09
8/8/2019,52.54,52.54
8/9/2019,54.5,54.5
8/12/2019,54.93,54.93
8/13/2019,57.1,57.1
8/14/2019,55.23,55.23
8/15/2019,54.46,54.46
8/16/2019,54.846,54.846
8/19/2019,56.168,56.168
8/20/2019,56.172,56.172
8/21/2019,55.68,55.68
8/22/2019,55.35,55.35
8/23/2019,54.17,54.17
8/26/2019,53.64,53.64
8/27/2019,54.93,54.93
8/28/2019,55.78,55.78
8/29/2019,56.71,56.71
8/30/2019,55.1,55.1
9/3/2019,53.94,53.94
9/4/2019,56.26,56.26
9/5/2019,56.3,56.3
9/6/2019,56.52,56.52
9/9/2019,57.85,57.85
9/10/2019,57.4,57.4
9/11/2019,55.75,55.75
9/12/2019,55.09,55.09
9/13/2019,54.85,54.85
9/16/2019,62.9,62.9
9/17/2019,59.292,59.292
9/18/2019,58.082,58.082
9/19/2019,58.166,58.166
9/20/2019,58.09,58.09
9/23/2019,58.64,58.64
9/24/2019,57.29,57.29
9/25/2019,56.49,56.49
9/26/2019,56.41,56.41
9/27/2019,55.91,55.91
9/30/2019,54.07,54.07
10/1/2019,53.62,53.62
10/2/2019,52.64,52.64
10/3/2019,52.45,52.45
10/4/2019,52.81,52.81
10/7/2019,52.75,52.75
10/8/2019,52.63,52.63
10/9/2019,52.59,52.59
10/10/2019,53.55,53.55
10/11/2019,54.7,54.7
10/14/2019,53.59,53.59
10/15/2019,52.81,52.81
10/16/2019,53.36,53.36
10/17/2019,53.95,53.95
10/18/2019,53.816,53.816
10/21/2019,53.43,53.43
10/22/2019,54.416,54.416
10/23/2019,55.97,55.97
10/24/2019,56.23,56.23
10/25/2019,56.66,56.66
10/28/2019,55.81,55.81
10/29/2019,55.54,55.54
10/30/2019,55.06,55.06
10/31/2019,54.18,54.18
11/1/2019,56.2,56.2
11/4/2019,56.54,56.54
11/5/2019,57.23,57.23
11/6/2019,56.35,56.35
11/7/2019,57.15,57.15
11/8/2019,57.24,57.24
11/11/2019,56.86,56.86
11/12/2019,56.8,56.8
11/13/2019,57.12,57.12
11/14/2019,56.77,56.77
11/15/2019,57.742,57.742
11/18/2019,57.086,57.086
11/19/2019,55.294,55.294
11/20/2019,57.03,57.03
11/21/2019,58.58,58.58
11/22/2019,57.77,57.77
11/25/2019,58.01,58.01
11/26/2019,58.41,58.41
11/27/2019,58.11,58.11
11/29/2019,55.17,55.17
12/2/2019,55.96,55.96
12/3/2019,56.1,56.1
12/4/2019,58.43,58.43
12/5/2019,58.43,58.43
12/6/2019,59.2,59.2
12/9/2019,59.02,59.02
12/10/2019,59.24,59.24
12/11/2019,58.76,58.76
12/12/2019,59.18,59.18
12/13/2019,60.07,60.07
12/16/2019,60.196,60.196
12/17/2019,60.912,60.912
12/18/2019,60.882,60.882
12/19/2019,61.188,61.188
12/20/2019,60.44,60.44
12/23/2019,60.52,60.52
12/24/2019,61.11,61.11
12/26/2019,61.68,61.68
12/27/2019,61.72,61.72
12/30/2019,61.68,61.68
12/31/2019,61.06,61.06
1/2/2020,61.18,61.18
1/3/2020,63.05,63.05
1/6/2020,63.27,63.27
1/7/2020,62.7,62.7
1/8/2020,59.61,59.61
1/9/2020,59.56,59.56
1/10/2020,59.04,59.04
1/13/2020,58.08,58.08
1/14/2020,58.23,58.23
1/15/2020,57.816,57.816
1/16/2020,58.524,58.524
1/17/2020,58.564,58.564
1/21/2020,58.372,58.372
1/22/2020,56.74,56.74
1/23/2020,55.59,55.59
1/24/2020,54.19,54.19
1/27/2020,53.14,53.14
1/28/2020,53.48,53.48
1/29/2020,53.33,53.33
1/30/2020,52.14,52.14
1/31/2020,51.56,51.56
2/3/2020,50.11,50.11
2/4/2020,49.61,49.61
2/5/2020,50.75,50.75
2/6/2020,50.95,50.95
2/7/2020,50.32,50.32
2/10/2020,49.57,49.57
2/11/2020,49.94,49.94
2/12/2020,51.17,51.17
2/13/2020,51.42,51.42
2/14/2020,52.104,52.104
2/18/2020,52.146,52.146
2/19/2020,53.41,53.41
2/20/2020,53.86,53.86
2/21/2020,53.38,53.38
2/24/2020,51.43,51.43
2/25/2020,49.9,49.9
2/26/2020,48.73,48.73
2/27/2020,47.09,47.09
2/28/2020,44.76,44.76
3/2/2020,46.75,46.75
3/3/2020,47.18,47.18
3/4/2020,46.78,46.78
3/5/2020,45.9,45.9
3/6/2020,41.28,41.28
3/9/2020,31.13,31.13
3/10/2020,34.36,34.36
3/11/2020,32.98,32.98
3/12/2020,31.5,31.5
3/13/2020,31.73,31.73
3/16/2020,28.7,28.7
3/17/2020,27.026,27.026
3/18/2020,20.554,20.554
3/19/2020,25.634,25.634
3/20/2020,22.59,22.59
3/23/2020,23.36,23.36
3/24/2020,24.01,24.01
3/25/2020,24.49,24.49
3/26/2020,22.6,22.6
3/27/2020,21.51,21.51
3/30/2020,20.09,20.09
3/31/2020,20.48,20.48
4/1/2020,20.31,20.31
4/2/2020,25.32,25.32
4/3/2020,28.34,28.34
4/6/2020,26.08,26.08
4/7/2020,23.63,23.63
4/13/2010,,84.05
