date,value,my,year
12/22/2008,1.744,12/2008,2008
12/29/2008,1.702,12/2008,2008
01/05/2009,1.769,01/2009,2009
01/12/2009,1.873,01/2009,2009
01/19/2009,1.931,01/2009,2009
01/26/2009,1.915,01/2009,2009
02/02/2009,1.974,02/2009,2009
02/09/2009,2.002,02/2009,2009
02/16/2009,2.036,02/2009,2009
02/23/2009,1.976,02/2009,2009
03/02/2009,2.016,03/2009,2009
03/09/2009,2.022,03/2009,2009
03/16/2009,1.996,03/2009,2009
03/23/2009,2.049,03/2009,2009
03/30/2009,2.136,03/2009,2009
04/06/2009,2.119,04/2009,2009
04/13/2009,2.132,04/2009,2009
04/20/2009,2.14,04/2009,2009
04/27/2009,2.124,04/2009,2009
05/04/2009,2.149,05/2009,2009
05/11/2009,2.322,05/2009,2009
05/18/2009,2.387,05/2009,2009
05/25/2009,2.516,05/2009,2009
06/01/2009,2.595,06/2009,2009
06/08/2009,2.692,06/2009,2009
06/15/2009,2.737,06/2009,2009
06/22/2009,2.755,06/2009,2009
06/29/2009,2.701,06/2009,2009
07/06/2009,2.673,07/2009,2009
07/13/2009,2.593,07/2009,2009
07/20/2009,2.522,07/2009,2009
07/27/2009,2.564,07/2009,2009
08/03/2009,2.613,08/2009,2009
08/10/2009,2.7,08/2009,2009
08/17/2009,2.688,08/2009,2009
08/24/2009,2.677,08/2009,2009
08/31/2009,2.662,08/2009,2009
09/07/2009,2.619,09/2009,2009
09/14/2009,2.603,09/2009,2009
09/21/2009,2.58,09/2009,2009
09/28/2009,2.531,09/2009,2009
10/05/2009,2.502,10/2009,2009
10/12/2009,2.532,10/2009,2009
10/19/2009,2.633,10/2009,2009
10/26/2009,2.744,10/2009,2009
11/02/2009,2.764,11/2009,2009
11/09/2009,2.733,11/2009,2009
11/16/2009,2.697,11/2009,2009
11/23/2009,2.713,11/2009,2009
11/30/2009,2.704,11/2009,2009
12/07/2009,2.715,12/2009,2009
12/14/2009,2.672,12/2009,2009
12/21/2009,2.658,12/2009,2009
12/28/2009,2.673,12/2009,2009
01/04/2010,2.73,01/2010,2010
01/11/2010,2.823,01/2010,2010
01/18/2010,2.813,01/2010,2010
01/25/2010,2.78,01/2010,2010
02/01/2010,2.731,02/2010,2010
02/08/2010,2.723,02/2010,2010
02/15/2010,2.678,02/2010,2010
02/22/2010,2.731,02/2010,2010
03/01/2010,2.784,03/2010,2010
03/08/2010,2.829,03/2010,2010
03/15/2010,2.87,03/2010,2010
03/22/2010,2.897,03/2010,2010
03/29/2010,2.873,03/2010,2010
04/05/2010,2.897,04/2010,2010
04/12/2010,2.933,04/2010,2010
04/19/2010,2.935,04/2010,2010
04/26/2010,2.92,04/2010,2010
05/03/2010,2.967,05/2010,2010
05/10/2010,2.976,05/2010,2010
05/17/2010,2.932,05/2010,2010
05/24/2010,2.856,05/2010,2010
05/31/2010,2.789,05/2010,2010
06/07/2010,2.778,06/2010,2010
06/14/2010,2.756,06/2010,2010
06/21/2010,2.794,06/2010,2010
06/28/2010,2.807,06/2010,2010
07/05/2010,2.774,07/2010,2010
07/12/2010,2.765,07/2010,2010
07/19/2010,2.771,07/2010,2010
07/26/2010,2.801,07/2010,2010
08/02/2010,2.788,08/2010,2010
08/09/2010,2.842,08/2010,2010
08/16/2010,2.802,08/2010,2010
08/23/2010,2.758,08/2010,2010
08/30/2010,2.743,08/2010,2010
09/06/2010,2.748,09/2010,2010
09/13/2010,2.79,09/2010,2010
09/20/2010,2.806,09/2010,2010
09/27/2010,2.775,09/2010,2010
10/04/2010,2.807,10/2010,2010
10/11/2010,2.894,10/2010,2010
10/18/2010,2.9,10/2010,2010
10/25/2010,2.879,10/2010,2010
11/01/2010,2.867,11/2010,2010
11/08/2010,2.931,11/2010,2010
11/15/2010,2.952,11/2010,2010
11/22/2010,2.937,11/2010,2010
11/29/2010,2.917,11/2010,2010
12/06/2010,3.027,12/2010,2010
12/13/2010,3.047,12/2010,2010
12/20/2010,3.046,12/2010,2010
12/27/2010,3.124,12/2010,2010
01/03/2011,3.142,01/2011,2011
01/10/2011,3.157,01/2011,2011
01/17/2011,3.174,01/2011,2011
01/24/2011,3.18,01/2011,2011
01/31/2011,3.169,01/2011,2011
02/07/2011,3.202,02/2011,2011
02/14/2011,3.203,02/2011,2011
02/21/2011,3.251,02/2011,2011
02/28/2011,3.446,02/2011,2011
03/07/2011,3.576,03/2011,2011
03/14/2011,3.626,03/2011,2011
03/21/2011,3.617,03/2011,2011
03/28/2011,3.647,03/2011,2011
04/04/2011,3.737,04/2011,2011
04/11/2011,3.842,04/2011,2011
04/18/2011,3.887,04/2011,2011
04/25/2011,3.916,04/2011,2011
05/02/2011,4.004,05/2011,2011
05/09/2011,4.009,05/2011,2011
05/16/2011,4.01,05/2011,2011
05/23/2011,3.9,05/2011,2011
05/30/2011,3.842,05/2011,2011
06/06/2011,3.827,06/2011,2011
06/13/2011,3.761,06/2011,2011
06/20/2011,3.702,06/2011,2011
06/27/2011,3.621,06/2011,2011
07/04/2011,3.635,07/2011,2011
07/11/2011,3.707,07/2011,2011
07/18/2011,3.75,07/2011,2011
07/25/2011,3.777,07/2011,2011
08/01/2011,3.792,08/2011,2011
08/08/2011,3.753,08/2011,2011
08/15/2011,3.686,08/2011,2011
08/22/2011,3.658,08/2011,2011
08/29/2011,3.703,08/2011,2011
09/05/2011,3.742,09/2011,2011
09/12/2011,3.728,09/2011,2011
09/19/2011,3.666,09/2011,2011
09/26/2011,3.573,09/2011,2011
10/03/2011,3.495,10/2011,2011
10/10/2011,3.481,10/2011,2011
10/17/2011,3.54,10/2011,2011
10/24/2011,3.529,10/2011,2011
10/31/2011,3.52,10/2011,2011
11/07/2011,3.483,11/2011,2011
11/14/2011,3.502,11/2011,2011
11/21/2011,3.426,11/2011,2011
11/28/2011,3.367,11/2011,2011
12/05/2011,3.355,12/2011,2011
12/12/2011,3.362,12/2011,2011
12/19/2011,3.306,12/2011,2011
12/26/2011,3.326,12/2011,2011
01/02/2012,3.368,01/2012,2012
01/09/2012,3.448,01/2012,2012
01/16/2012,3.459,01/2012,2012
01/23/2012,3.453,01/2012,2012
01/30/2012,3.51,01/2012,2012
02/06/2012,3.558,02/2012,2012
02/13/2012,3.593,02/2012,2012
02/20/2012,3.647,02/2012,2012
02/27/2012,3.759,02/2012,2012
03/05/2012,3.824,03/2012,2012
03/12/2012,3.852,03/2012,2012
03/19/2012,3.895,03/2012,2012
03/26/2012,3.952,03/2012,2012
04/02/2012,3.981,04/2012,2012
04/09/2012,3.993,04/2012,2012
04/16/2012,3.978,04/2012,2012
04/23/2012,3.919,04/2012,2012
04/30/2012,3.882,04/2012,2012
05/07/2012,3.831,05/2012,2012
05/14/2012,3.774,05/2012,2012
05/21/2012,3.731,05/2012,2012
05/28/2012,3.682,05/2012,2012
06/04/2012,3.624,06/2012,2012
06/11/2012,3.592,06/2012,2012
06/18/2012,3.572,06/2012,2012
06/25/2012,3.481,06/2012,2012
07/02/2012,3.398,07/2012,2012
07/09/2012,3.465,07/2012,2012
07/16/2012,3.467,07/2012,2012
07/23/2012,3.552,07/2012,2012
07/30/2012,3.565,07/2012,2012
08/06/2012,3.714,08/2012,2012
08/13/2012,3.771,08/2012,2012
08/20/2012,3.797,08/2012,2012
08/27/2012,3.839,08/2012,2012
09/03/2012,3.916,09/2012,2012
09/10/2012,3.919,09/2012,2012
09/17/2012,3.955,09/2012,2012
09/24/2012,3.899,09/2012,2012
10/01/2012,3.87,10/2012,2012
10/08/2012,3.864,10/2012,2012
10/15/2012,3.841,10/2012,2012
10/22/2012,3.717,10/2012,2012
10/29/2012,3.622,10/2012,2012
11/05/2012,3.542,11/2012,2012
11/12/2012,3.509,11/2012,2012
11/19/2012,3.489,11/2012,2012
11/26/2012,3.511,11/2012,2012
12/03/2012,3.474,12/2012,2012
12/10/2012,3.436,12/2012,2012
12/17/2012,3.336,12/2012,2012
12/24/2012,3.346,12/2012,2012
12/31/2012,3.386,12/2012,2012
01/07/2013,3.383,01/2013,2013
01/14/2013,3.386,01/2013,2013
01/21/2013,3.394,01/2013,2013
01/28/2013,3.434,01/2013,2013
02/04/2013,3.598,02/2013,2013
02/11/2013,3.663,02/2013,2013
02/18/2013,3.819,02/2013,2013
02/25/2013,3.859,02/2013,2013
03/04/2013,3.833,03/2013,2013
03/11/2013,3.783,03/2013,2013
03/18/2013,3.772,03/2013,2013
03/25/2013,3.749,03/2013,2013
04/01/2013,3.71,04/2013,2013
04/08/2013,3.673,04/2013,2013
04/15/2013,3.609,04/2013,2013
04/22/2013,3.604,04/2013,2013
04/29/2013,3.584,04/2013,2013
05/06/2013,3.603,05/2013,2013
05/13/2013,3.656,05/2013,2013
05/20/2013,3.741,05/2013,2013
05/27/2013,3.714,05/2013,2013
06/03/2013,3.712,06/2013,2013
06/10/2013,3.722,06/2013,2013
06/17/2013,3.692,06/2013,2013
06/24/2013,3.635,06/2013,2013
07/01/2013,3.557,07/2013,2013
07/08/2013,3.558,07/2013,2013
07/15/2013,3.701,07/2013,2013
07/22/2013,3.746,07/2013,2013
07/29/2013,3.71,07/2013,2013
08/05/2013,3.7,08/2013,2013
08/12/2013,3.635,08/2013,2013
08/19/2013,3.638,08/2013,2013
08/26/2013,3.644,08/2013,2013
09/02/2013,3.713,09/2013,2013
09/09/2013,3.678,09/2013,2013
09/16/2013,3.617,09/2013,2013
09/23/2013,3.564,09/2013,2013
09/30/2013,3.507,09/2013,2013
10/07/2013,3.445,10/2013,2013
10/14/2013,3.451,10/2013,2013
10/21/2013,3.463,10/2013,2013
10/28/2013,3.4,10/2013,2013
11/04/2013,3.366,11/2013,2013
11/11/2013,3.303,11/2013,2013
11/18/2013,3.333,11/2013,2013
11/25/2013,3.413,11/2013,2013
12/02/2013,3.387,12/2013,2013
12/09/2013,3.381,12/2013,2013
12/16/2013,3.339,12/2013,2013
12/23/2013,3.368,12/2013,2013
12/30/2013,3.425,12/2013,2013
01/06/2014,3.434,01/2014,2014
01/13/2014,3.435,01/2014,2014
01/20/2014,3.41,01/2014,2014
01/27/2014,3.41,01/2014,2014
02/03/2014,3.415,02/2014,2014
02/10/2014,3.423,02/2014,2014
02/17/2014,3.491,02/2014,2014
02/24/2014,3.555,02/2014,2014
03/03/2014,3.58,03/2014,2014
03/10/2014,3.605,03/2014,2014
03/17/2014,3.638,03/2014,2014
03/24/2014,3.642,03/2014,2014
03/31/2014,3.673,03/2014,2014
04/07/2014,3.697,04/2014,2014
04/14/2014,3.743,04/2014,2014
04/21/2014,3.779,04/2014,2014
04/28/2014,3.802,04/2014,2014
05/05/2014,3.777,05/2014,2014
05/12/2014,3.771,05/2014,2014
05/19/2014,3.763,05/2014,2014
05/26/2014,3.773,05/2014,2014
06/02/2014,3.786,06/2014,2014
06/09/2014,3.768,06/2014,2014
06/16/2014,3.777,06/2014,2014
06/23/2014,3.8,06/2014,2014
06/30/2014,3.793,06/2014,2014
07/07/2014,3.766,07/2014,2014
07/14/2014,3.725,07/2014,2014
07/21/2014,3.692,07/2014,2014
07/28/2014,3.639,07/2014,2014
08/04/2014,3.622,08/2014,2014
08/11/2014,3.612,08/2014,2014
08/18/2014,3.577,08/2014,2014
08/25/2014,3.563,08/2014,2014
09/01/2014,3.577,09/2014,2014
09/08/2014,3.571,09/2014,2014
09/15/2014,3.518,09/2014,2014
09/22/2014,3.47,09/2014,2014
09/29/2014,3.478,09/2014,2014
10/06/2014,3.432,10/2014,2014
10/13/2014,3.335,10/2014,2014
10/20/2014,3.257,10/2014,2014
10/27/2014,3.188,10/2014,2014
11/03/2014,3.133,11/2014,2014
11/10/2014,3.085,11/2014,2014
11/17/2014,3.037,11/2014,2014
11/24/2014,2.964,11/2014,2014
12/01/2014,2.922,12/2014,2014
12/08/2014,2.819,12/2014,2014
12/15/2014,2.694,12/2014,2014
12/22/2014,2.544,12/2014,2014
12/29/2014,2.436,12/2014,2014
01/05/2015,2.346,01/2015,2015
01/12/2015,2.273,01/2015,2015
01/19/2015,2.198,01/2015,2015
01/26/2015,2.173,01/2015,2015
02/02/2015,2.198,02/2015,2015
02/09/2015,2.318,02/2015,2015
02/16/2015,2.384,02/2015,2015
02/23/2015,2.432,02/2015,2015
03/02/2015,2.534,03/2015,2015
03/09/2015,2.542,03/2015,2015
03/16/2015,2.514,03/2015,2015
03/23/2015,2.519,03/2015,2015
03/30/2015,2.53,03/2015,2015
04/06/2015,2.502,04/2015,2015
04/13/2015,2.51,04/2015,2015
04/20/2015,2.582,04/2015,2015
04/27/2015,2.643,04/2015,2015
05/04/2015,2.703,05/2015,2015
05/11/2015,2.738,05/2015,2015
05/18/2015,2.789,05/2015,2015
05/25/2015,2.825,05/2015,2015
06/01/2015,2.837,06/2015,2015
06/08/2015,2.849,06/2015,2015
06/15/2015,2.922,06/2015,2015
06/22/2015,2.902,06/2015,2015
06/29/2015,2.896,06/2015,2015
07/06/2015,2.887,07/2015,2015
07/13/2015,2.878,07/2015,2015
07/20/2015,2.841,07/2015,2015
07/27/2015,2.792,07/2015,2015
08/03/2015,2.745,08/2015,2015
08/10/2015,2.703,08/2015,2015
08/17/2015,2.794,08/2015,2015
08/24/2015,2.728,08/2015,2015
08/31/2015,2.606,08/2015,2015
09/07/2015,2.536,09/2015,2015
09/14/2015,2.488,09/2015,2015
09/21/2015,2.449,09/2015,2015
09/28/2015,2.454,09/2015,2015
10/05/2015,2.459,10/2015,2015
10/12/2015,2.487,10/2015,2015
10/19/2015,2.429,10/2015,2015
10/26/2015,2.379,10/2015,2015
11/02/2015,2.379,11/2015,2015
11/09/2015,2.387,11/2015,2015
11/16/2015,2.335,11/2015,2015
11/23/2015,2.243,11/2015,2015
11/30/2015,2.209,11/2015,2015
12/07/2015,2.206,12/2015,2015
12/14/2015,2.191,12/2015,2015
12/21/2015,2.169,12/2015,2015
12/28/2015,2.172,12/2015,2015
01/04/2016,2.161,01/2016,2016
01/11/2016,2.126,01/2016,2016
01/18/2016,2.052,01/2016,2016
01/25/2016,1.996,01/2016,2016
02/01/2016,1.976,02/2016,2016
02/08/2016,1.915,02/2016,2016
02/15/2016,1.885,02/2016,2016
02/22/2016,1.902,02/2016,2016
02/29/2016,1.943,02/2016,2016
03/07/2016,2.005,03/2016,2016
03/14/2016,2.114,03/2016,2016
03/21/2016,2.163,03/2016,2016
03/28/2016,2.208,03/2016,2016
04/04/2016,2.222,04/2016,2016
04/11/2016,2.217,04/2016,2016
04/18/2016,2.283,04/2016,2016
04/25/2016,2.313,04/2016,2016
05/02/2016,2.404,05/2016,2016
05/09/2016,2.387,05/2016,2016
05/16/2016,2.41,05/2016,2016
05/23/2016,2.472,05/2016,2016
05/30/2016,2.511,05/2016,2016
06/06/2016,2.56,06/2016,2016
06/13/2016,2.573,06/2016,2016
06/20/2016,2.523,06/2016,2016
06/27/2016,2.481,06/2016,2016
07/04/2016,2.442,07/2016,2016
07/11/2016,2.408,07/2016,2016
07/18/2016,2.386,07/2016,2016
07/25/2016,2.345,07/2016,2016
08/01/2016,2.335,08/2016,2016
08/08/2016,2.325,08/2016,2016
08/15/2016,2.34,08/2016,2016
08/22/2016,2.378,08/2016,2016
08/29/2016,2.424,08/2016,2016
09/05/2016,2.405,09/2016,2016
09/12/2016,2.38,09/2016,2016
09/19/2016,2.419,09/2016,2016
09/26/2016,2.419,09/2016,2016
10/03/2016,2.441,10/2016,2016
10/10/2016,2.469,10/2016,2016
10/17/2016,2.452,10/2016,2016
10/24/2016,2.429,10/2016,2016
10/31/2016,2.415,10/2016,2016
11/07/2016,2.416,11/2016,2016
11/14/2016,2.37,11/2016,2016
11/21/2016,2.341,11/2016,2016
11/28/2016,2.342,11/2016,2016
12/05/2016,2.397,12/2016,2016
12/12/2016,2.428,12/2016,2016
12/19/2016,2.461,12/2016,2016
12/26/2016,2.502,12/2016,2016
01/02/2017,2.56,01/2017,2017
01/09/2017,2.571,01/2017,2017
01/16/2017,2.542,01/2017,2017
01/23/2017,2.505,01/2017,2017
01/30/2017,2.476,01/2017,2017
02/06/2017,2.474,02/2017,2017
02/13/2017,2.48,02/2017,2017
02/20/2017,2.477,02/2017,2017
02/27/2017,2.489,02/2017,2017
03/06/2017,2.515,03/2017,2017
03/13/2017,2.492,03/2017,2017
03/20/2017,2.494,03/2017,2017
03/27/2017,2.487,03/2017,2017
04/03/2017,2.537,04/2017,2017
04/10/2017,2.606,04/2017,2017
04/17/2017,2.609,04/2017,2017
04/24/2017,2.627,04/2017,2017
05/01/2017,2.588,05/2017,2017
05/08/2017,2.545,05/2017,2017
05/15/2017,2.54,05/2017,2017
05/22/2017,2.562,05/2017,2017
05/29/2017,2.558,05/2017,2017
06/05/2017,2.579,06/2017,2017
06/12/2017,2.535,06/2017,2017
06/19/2017,2.492,06/2017,2017
06/26/2017,2.468,06/2017,2017
07/03/2017,2.43,07/2017,2017
07/10/2017,2.475,07/2017,2017
07/17/2017,2.455,07/2017,2017
07/24/2017,2.492,07/2017,2017
07/31/2017,2.538,07/2017,2017
08/07/2017,2.553,08/2017,2017
08/14/2017,2.565,08/2017,2017
08/21/2017,2.539,08/2017,2017
08/28/2017,2.588,08/2017,2017
09/04/2017,2.875,09/2017,2017
09/11/2017,2.88,09/2017,2017
09/18/2017,2.831,09/2017,2017
09/25/2017,2.785,09/2017,2017
10/02/2017,2.772,10/2017,2017
10/09/2017,2.702,10/2017,2017
10/16/2017,2.687,10/2017,2017
10/23/2017,2.672,10/2017,2017
10/30/2017,2.679,10/2017,2017
11/06/2017,2.732,11/2017,2017
11/13/2017,2.771,11/2017,2017
11/20/2017,2.75,11/2017,2017
11/27/2017,2.717,11/2017,2017
12/04/2017,2.683,12/2017,2017
12/11/2017,2.675,12/2017,2017
12/18/2017,2.636,12/2017,2017
12/25/2017,2.655,12/2017,2017
01/01/2018,2.711,01/2018,2018
01/08/2018,2.705,01/2018,2018
01/15/2018,2.74,01/2018,2018
01/22/2018,2.754,01/2018,2018
01/29/2018,2.784,01/2018,2018
02/05/2018,2.813,02/2018,2018
02/12/2018,2.785,02/2018,2018
02/19/2018,2.732,02/2018,2018
02/26/2018,2.713,02/2018,2018
03/05/2018,2.738,03/2018,2018
03/12/2018,2.728,03/2018,2018
03/19/2018,2.765,03/2018,2018
03/26/2018,2.81,03/2018,2018
04/02/2018,2.863,04/2018,2018
04/09/2018,2.864,04/2018,2018
04/16/2018,2.915,04/2018,2018
04/23/2018,2.967,04/2018,2018
04/30/2018,3.008,04/2018,2018
05/07/2018,3.003,05/2018,2018
05/14/2018,3.076,05/2018,2018
05/21/2018,3.121,05/2018,2018
05/28/2018,3.165,05/2018,2018
06/04/2018,3.146,06/2018,2018
06/11/2018,3.122,06/2018,2018
06/18/2018,3.093,06/2018,2018
06/25/2018,3.055,06/2018,2018
07/02/2018,3.068,07/2018,2018
07/09/2018,3.08,07/2018,2018
07/16/2018,3.093,07/2018,2018
07/23/2018,3.06,07/2018,2018
07/30/2018,3.075,07/2018,2018
08/06/2018,3.08,08/2018,2018
08/13/2018,3.077,08/2018,2018
08/20/2018,3.066,08/2018,2018
08/27/2018,3.069,08/2018,2018
09/03/2018,3.069,09/2018,2018
09/10/2018,3.08,09/2018,2018
09/17/2018,3.081,09/2018,2018
09/24/2018,3.086,09/2018,2018
10/01/2018,3.106,10/2018,2018
10/08/2018,3.136,10/2018,2018
10/15/2018,3.119,10/2018,2018
10/22/2018,3.084,10/2018,2018
10/29/2018,3.064,10/2018,2018
11/05/2018,3.008,11/2018,2018
11/12/2018,2.949,11/2018,2018
11/19/2018,2.883,11/2018,2018
11/26/2018,2.819,11/2018,2018
12/03/2018,2.731,12/2018,2018
12/10/2018,2.696,12/2018,2018
12/17/2018,2.643,12/2018,2018
12/24/2018,2.588,12/2018,2018
12/31/2018,2.532,12/2018,2018
01/07/2019,2.496,01/2019,2019
01/14/2019,2.496,01/2019,2019
01/21/2019,2.5,01/2019,2019
01/28/2019,2.5,01/2019,2019
02/04/2019,2.488,02/2019,2019
02/11/2019,2.5,02/2019,2019
02/18/2019,2.535,02/2019,2019
02/25/2019,2.601,02/2019,2019
03/04/2019,2.638,03/2019,2019
03/11/2019,2.674,03/2019,2019
03/18/2019,2.75,03/2019,2019
03/25/2019,2.819,03/2019,2019
04/01/2019,2.885,04/2019,2019
04/08/2019,2.93,04/2019,2019
04/15/2019,3.006,04/2019,2019
04/22/2019,3.019,04/2019,2019
04/29/2019,3.062,04/2019,2019
05/06/2019,3.083,05/2019,2019
05/13/2019,3.054,05/2019,2019
05/20/2019,3.045,05/2019,2019
05/27/2019,3.022,05/2019,2019
06/03/2019,3.015,06/2019,2019
06/10/2019,2.955,06/2019,2019
06/17/2019,2.897,06/2019,2019
06/24/2019,2.881,06/2019,2019
07/01/2019,2.931,07/2019,2019
07/08/2019,2.959,07/2019,2019
07/15/2019,2.982,07/2019,2019
07/22/2019,2.958,07/2019,2019
07/29/2019,2.924,07/2019,2019
08/05/2019,2.899,08/2019,2019
08/12/2019,2.851,08/2019,2019
08/19/2019,2.826,08/2019,2019
08/26/2019,2.799,08/2019,2019
09/02/2019,2.789,09/2019,2019
09/09/2019,2.783,09/2019,2019
09/16/2019,2.787,09/2019,2019
09/23/2019,2.883,09/2019,2019
09/30/2019,2.855,09/2019,2019
10/07/2019,2.855,10/2019,2019
10/14/2019,2.843,10/2019,2019
10/21/2019,2.861,10/2019,2019
10/28/2019,2.825,10/2019,2019
11/04/2019,2.847,11/2019,2019
11/11/2019,2.855,11/2019,2019
11/18/2019,2.84,11/2019,2019
11/25/2019,2.83,11/2019,2019
12/02/2019,2.84,12/2019,2019
12/09/2019,2.837,12/2019,2019
12/16/2019,2.811,12/2019,2019
12/23/2019,2.802,12/2019,2019
12/30/2019,2.827,12/2019,2019
01/06/2020,2.833,01/2020,2020
01/13/2020,2.817,01/2020,2020
01/20/2020,2.792,01/2020,2020
01/27/2020,2.761,01/2020,2020
02/03/2020,2.709,02/2020,2020
02/10/2020,2.684,02/2020,2020
02/17/2020,2.68,02/2020,2020
02/24/2020,2.709,02/2020,2020
03/02/2020,2.671,03/2020,2020
03/09/2020,2.626,03/2020,2020
03/16/2020,2.516,03/2020,2020
03/23/2020,2.409,03/2020,2020
03/30/2020,2.295,03/2020,2020
04/06/2020,2.207,04/2020,2020
