my,year,value_x,value_y,crisis,exch_usd
07/2011,2011,97.3717,3.71725,0,5.6152
07/2011,2011,97.3717,3.71725,1,0.77
07/2011,2011,97.3717,3.71725,0,1.296512382
07/2011,2011,97.3717,3.71725,0,22.9767
07/2011,2011,97.3717,3.71725,1,158.267
07/2011,2011,97.3717,3.71725,0,5.99
07/2011,2011,97.3717,3.71725,0,1
07/2011,2011,97.3717,3.71725,0,4439.905
07/2011,2011,97.3717,3.71725,0,2.696
07/2011,2011,97.3717,3.71725,0,43.928
07/2011,2011,97.3717,3.71725,0,3.4174
07/2011,2011,97.3717,3.71725,1,0.77
07/2011,2011,97.3717,3.71725,1,32.1961
07/2011,2011,97.3717,3.71725,0,1.3007
07/2011,2011,97.3717,3.71725,0,8.1429
07/2011,2011,97.3717,3.71725,1,0.77
07/2011,2011,97.3717,3.71725,0,113.9013
07/2011,2011,97.3717,3.71725,0,0.77
07/2011,2011,97.3717,3.71725,0,30.27
07/2011,2011,97.3717,3.71725,0,31.6912
07/2011,2011,97.3717,3.71725,0,1.4993
07/2011,2011,97.3717,3.71725,0,1.674954552
07/2011,2011,97.3717,3.71725,1,0.624140836
07/2011,2011,97.3717,3.71725,0,1.5535
07/2011,2011,97.3717,3.71725,0,19.898
07/2011,2011,97.3717,3.71725,0,4.29465
07/2011,2011,97.3717,3.71725,0,5.11398
07/2011,2011,97.3717,3.71725,0,361.9
07/2012,2012,87.96390476190476,3.4894,0,78.1025
07/2012,2012,87.96390476190476,3.4894,0,95.82588521
07/2012,2012,87.96390476190476,3.4894,0,4.915
07/2012,2012,87.96390476190476,3.4894,0,0.961076406
07/2012,2012,87.96390476190476,3.4894,0,0.76
07/2012,2012,87.96390476190476,3.4894,1,0.76
07/2012,2012,87.96390476190476,3.4894,0,6.91
07/2012,2012,87.96390476190476,3.4894,0,2.0429
07/2012,2012,87.96390476190476,3.4894,0,0.9921
07/2012,2012,87.96390476190476,3.4894,0,497.1631044
07/2012,2012,87.96390476190476,3.4894,0,478.26
07/2012,2012,87.96390476190476,3.4894,0,6.2301
07/2012,2012,87.96390476190476,3.4894,0,1766
07/2012,2012,87.96390476190476,3.4894,0,511.384
07/2012,2012,87.96390476190476,3.4894,0,0
07/2012,2012,87.96390476190476,3.4894,1,5.6591
07/2012,2012,87.96390476190476,3.4894,0,40.3645
07/2012,2012,87.96390476190476,3.4894,0,25000
07/2012,2012,87.96390476190476,3.4894,0,6.3057
07/2012,2012,87.96390476190476,3.4894,0,8.7475
07/2012,2012,87.96390476190476,3.4894,0,0.76
07/2012,2012,87.96390476190476,3.4894,1,0.7577
07/2012,2012,87.96390476190476,3.4894,0,0.76
07/2012,2012,87.96390476190476,3.4894,0,1.88
07/2012,2012,87.96390476190476,3.4894,1,0.76
07/2012,2012,87.96390476190476,3.4894,0,7.89494
07/2012,2012,87.96390476190476,3.4894,0,19.96
07/2012,2012,87.96390476190476,3.4894,1,220.93
07/2012,2012,87.96390476190476,3.4894,1,128.99
07/2012,2012,87.96390476190476,3.4894,0,54.7773
07/2012,2012,87.96390476190476,3.4894,0,9670
07/2012,2012,87.96390476190476,3.4894,1,0.76
07/2012,2012,87.96390476190476,3.4894,0,86.55
07/2012,2012,87.96390476190476,3.4894,0,86.0008
07/2012,2012,87.96390476190476,3.4894,0,1070.6
07/2012,2012,87.96390476190476,3.4894,0,3.05825
07/2012,2012,87.96390476190476,3.4894,0,30.52
07/2012,2012,87.96390476190476,3.4894,0,13.0101
07/2012,2012,87.96390476190476,3.4894,0,8.4335
07/2012,2012,87.96390476190476,3.4894,0,855
07/2012,2012,87.96390476190476,3.4894,1,0.76
07/2012,2012,87.96390476190476,3.4894,0,1.219066195
07/2012,2012,87.96390476190476,3.4894,0,24.1255
07/2012,2012,87.96390476190476,3.4894,1,155.27
07/2012,2012,87.96390476190476,3.4894,0,5.57
07/2012,2012,87.96390476190476,3.4894,0,1
07/2012,2012,87.96390476190476,3.4894,0,4288.8
07/2012,2012,87.96390476190476,3.4894,0,2.55
07/2012,2012,87.96390476190476,3.4894,0,41.192
07/2012,2012,87.96390476190476,3.4894,0,3.0996
07/2012,2012,87.96390476190476,3.4894,1,0.76
07/2012,2012,87.96390476190476,3.4894,1,30.3727
07/2012,2012,87.96390476190476,3.4894,0,1.2235
07/2012,2012,87.96390476190476,3.4894,0,8.50115
07/2012,2012,87.96390476190476,3.4894,1,0.76
07/2012,2012,87.96390476190476,3.4894,0,127.16
07/2012,2012,87.96390476190476,3.4894,0,0.76
07/2012,2012,87.96390476190476,3.4894,0,29.045
07/2012,2012,87.96390476190476,3.4894,0,30.6316
07/2012,2012,87.96390476190476,3.4894,0,1.5506
07/2012,2012,87.96390476190476,3.4894,0,1.796000944
07/2012,2012,87.96390476190476,3.4894,1,0.633046989
07/2012,2012,87.96390476190476,3.4894,0,1.6251
07/2012,2012,87.96390476190476,3.4894,0,19.399
07/2012,2012,87.96390476190476,3.4894,0,4.29465
07/2012,2012,87.96390476190476,3.4894,0,5.1466133
07/2012,2012,87.96390476190476,3.4894,0,361.9
07/2013,2013,104.68945454545455,3.6544000000000003,0,78.1487013
07/2013,2013,104.68945454545455,3.6544000000000003,0,97.56
07/2013,2013,104.68945454545455,3.6544000000000003,0,6.517
07/2013,2013,104.68945454545455,3.6544000000000003,0,1.128
07/2013,2013,104.68945454545455,3.6544000000000003,0,0.73
07/2013,2013,104.68945454545455,3.6544000000000003,1,0.73
07/2013,2013,104.68945454545455,3.6544000000000003,0,6.91
07/2013,2013,104.68945454545455,3.6544000000000003,0,2.3538
07/2013,2013,104.68945454545455,3.6544000000000003,0,1.062
07/2013,2013,104.68945454545455,3.6544000000000003,0,475.6413603
07/2013,2013,104.68945454545455,3.6544000000000003,0,525.3
07/2013,2013,104.68945454545455,3.6544000000000003,0,6.0537
07/2013,2013,104.68945454545455,3.6544000000000003,0,1929
07/2013,2013,104.68945454545455,3.6544000000000003,0,500.635
07/2013,2013,104.68945454545455,3.6544000000000003,0,0
07/2013,2013,104.68945454545455,3.6544000000000003,1,5.4127
07/2013,2013,104.68945454545455,3.6544000000000003,0,42.85
07/2013,2013,104.68945454545455,3.6544000000000003,0,25000
07/2013,2013,104.68945454545455,3.6544000000000003,0,6.94
07/2013,2013,104.68945454545455,3.6544000000000003,0,8.7475
07/2013,2013,104.68945454545455,3.6544000000000003,0,0.73
07/2013,2013,104.68945454545455,3.6544000000000003,1,0.7274
07/2013,2013,104.68945454545455,3.6544000000000003,0,0.73
07/2013,2013,104.68945454545455,3.6544000000000003,0,2.2
07/2013,2013,104.68945454545455,3.6544000000000003,1,0.73
07/2013,2013,104.68945454545455,3.6544000000000003,0,7.85
07/2013,2013,104.68945454545455,3.6544000000000003,0,20.6
07/2013,2013,104.68945454545455,3.6544000000000003,1,216.1902597
07/2013,2013,104.68945454545455,3.6544000000000003,1,115.55
07/2013,2013,104.68945454545455,3.6544000000000003,0,61.897
07/2013,2013,104.68945454545455,3.6544000000000003,0,12189
07/2013,2013,104.68945454545455,3.6544000000000003,1,0.73
07/2013,2013,104.68945454545455,3.6544000000000003,0,105.3
07/2013,2013,104.68945454545455,3.6544000000000003,0,86.31
07/2013,2013,104.68945454545455,3.6544000000000003,0,1055.4
07/2013,2013,104.68945454545455,3.6544000000000003,0,3.294006494
07/2013,2013,104.68945454545455,3.6544000000000003,0,30.12512987
07/2013,2013,104.68945454545455,3.6544000000000003,0,13.0765
07/2013,2013,104.68945454545455,3.6544000000000003,0,8.15
07/2013,2013,104.68945454545455,3.6544000000000003,0,988
07/2013,2013,104.68945454545455,3.6544000000000003,1,0.73
07/2013,2013,104.68945454545455,3.6544000000000003,0,1.22488961
07/2013,2013,104.68945454545455,3.6544000000000003,0,25.33
07/2013,2013,104.68945454545455,3.6544000000000003,1,155.2
07/2013,2013,104.68945454545455,3.6544000000000003,0,6.08
07/2013,2013,104.68945454545455,3.6544000000000003,0,1
07/2013,2013,104.68945454545455,3.6544000000000003,0,4524
07/2013,2013,104.68945454545455,3.6544000000000003,0,2.79
07/2013,2013,104.68945454545455,3.6544000000000003,0,44.56428571
07/2013,2013,104.68945454545455,3.6544000000000003,0,3.012
07/2013,2013,104.68945454545455,3.6544000000000003,1,0.73
07/2013,2013,104.68945454545455,3.6544000000000003,1,32.7292
07/2013,2013,104.68945454545455,3.6544000000000003,0,1.2653
07/2013,2013,104.68945454545455,3.6544000000000003,0,10.48985
07/2013,2013,104.68945454545455,3.6544000000000003,1,0.73
07/2013,2013,104.68945454545455,3.6544000000000003,0,130.75
07/2013,2013,104.68945454545455,3.6544000000000003,0,0.73
07/2013,2013,104.68945454545455,3.6544000000000003,0,29.815
07/2013,2013,104.68945454545455,3.6544000000000003,0,32.93402597
07/2013,2013,104.68945454545455,3.6544000000000003,0,1.653095696
07/2013,2013,104.68945454545455,3.6544000000000003,0,1.903768242
07/2013,2013,104.68945454545455,3.6544000000000003,1,0.639660578
07/2013,2013,104.68945454545455,3.6544000000000003,0,1.6556
07/2013,2013,104.68945454545455,3.6544000000000003,0,21.38902597
07/2013,2013,104.68945454545455,3.6544000000000003,0,6.2921
07/2013,2013,104.68945454545455,3.6544000000000003,0,5.52
07/2013,2013,104.68945454545455,3.6544000000000003,0,361.9
07/2014,2014,102.24036363636361,3.7055,0,87.9706983
07/2014,2014,102.24036363636361,3.7055,0,101.49
07/2014,2014,102.24036363636361,3.7055,0,8.5402
07/2014,2014,102.24036363636361,3.7055,0,1.22
07/2014,2014,102.24036363636361,3.7055,0,0.82
07/2014,2014,102.24036363636361,3.7055,1,0.82
07/2014,2014,102.24036363636361,3.7055,0,6.91
07/2014,2014,102.24036363636361,3.7055,0,2.6556
07/2014,2014,102.24036363636361,3.7055,0,1.1618
07/2014,2014,102.24036363636361,3.7055,0,540.2825138
07/2014,2014,102.24036363636361,3.7055,0,607.38
07/2014,2014,102.24036363636361,3.7055,0,6.21
07/2014,2014,102.24036363636361,3.7055,0,2388
07/2014,2014,102.24036363636361,3.7055,0,540.085
07/2014,2014,102.24036363636361,3.7055,0,0
07/2014,2014,102.24036363636361,3.7055,1,6.1214
07/2014,2014,102.24036363636361,3.7055,0,43.83
07/2014,2014,102.24036363636361,3.7055,0,25000
07/2014,2014,102.24036363636361,3.7055,0,7.15
07/2014,2014,102.24036363636361,3.7055,0,8.745
07/2014,2014,102.24036363636361,3.7055,0,0.82
07/2014,2014,102.24036363636361,3.7055,1,0.8264
07/2014,2014,102.24036363636361,3.7055,0,0.82
07/2014,2014,102.24036363636361,3.7055,0,3.2
07/2014,2014,102.24036363636361,3.7055,1,0.82
07/2014,2014,102.24036363636361,3.7055,0,7.65
07/2014,2014,102.24036363636361,3.7055,0,21.11
07/2014,2014,102.24036363636361,3.7055,1,259.2061476
07/2014,2014,102.24036363636361,3.7055,1,126.9369917
07/2014,2014,102.24036363636361,3.7055,0,63.3315
07/2014,2014,102.24036363636361,3.7055,0,12440
07/2014,2014,102.24036363636361,3.7055,1,0.82
07/2014,2014,102.24036363636361,3.7055,0,120.64
07/2014,2014,102.24036363636361,3.7055,0,89.35
07/2014,2014,102.24036363636361,3.7055,0,1099.2
07/2014,2014,102.24036363636361,3.7055,0,3.496023143
07/2014,2014,102.24036363636361,3.7055,0,31.7374584
07/2014,2014,102.24036363636361,3.7055,0,14.718
07/2014,2014,102.24036363636361,3.7055,0,8.82
07/2014,2014,102.24036363636361,3.7055,0,1304
07/2014,2014,102.24036363636361,3.7055,1,0.82
07/2014,2014,102.24036363636361,3.7055,0,1.277675748
07/2014,2014,102.24036363636361,3.7055,0,26.38
07/2014,2014,102.24036363636361,3.7055,1,155.25
07/2014,2014,102.24036363636361,3.7055,0,7.43
07/2014,2014,102.24036363636361,3.7055,0,1
07/2014,2014,102.24036363636361,3.7055,0,4616
07/2014,2014,102.24036363636361,3.7055,0,2.986005054
07/2014,2014,102.24036363636361,3.7055,0,44.62682445
07/2014,2014,102.24036363636361,3.7055,0,3.5072
07/2014,2014,102.24036363636361,3.7055,1,0.82
07/2014,2014,102.24036363636361,3.7055,1,56.2584
07/2014,2014,102.24036363636361,3.7055,0,1.3213
07/2014,2014,102.24036363636361,3.7055,1,0.82
07/2014,2014,102.24036363636361,3.7055,0,131
07/2014,2014,102.24036363636361,3.7055,0,0.82
07/2014,2014,102.24036363636361,3.7055,0,31.62
07/2014,2014,102.24036363636361,3.7055,0,32.9640702
07/2014,2014,102.24036363636361,3.7055,0,1.862411798
07/2014,2014,102.24036363636361,3.7055,0,2.188542418
07/2014,2014,102.24036363636361,3.7055,1,0.607729627
07/2014,2014,102.24036363636361,3.7055,0,1.5573
07/2014,2014,102.24036363636361,3.7055,0,24.33304796
07/2014,2014,102.24036363636361,3.7055,0,6.2921
07/2014,2014,102.24036363636361,3.7055,0,6.3856
08/2010,2010,76.69927272727273,2.7866000000000004,0,74.9437
08/2010,2010,76.69927272727273,2.7866000000000004,0,92.643
08/2010,2010,76.69927272727273,2.7866000000000004,0,3.969
08/2010,2010,76.69927272727273,2.7866000000000004,0,0.983961429
08/2010,2010,76.69927272727273,2.7866000000000004,1,0.75
08/2010,2010,76.69927272727273,2.7866000000000004,1,0.75
08/2010,2010,76.69927272727273,2.7866000000000004,0,6.99
08/2010,2010,76.69927272727273,2.7866000000000004,0,1.6858
08/2010,2010,76.69927272727273,2.7866000000000004,0,0.9967
08/2010,2010,76.69927272727273,2.7866000000000004,0,490.9122886
08/2010,2010,76.69927272727273,2.7866000000000004,0,467.75
08/2010,2010,76.69927272727273,2.7866000000000004,0,6.59
08/2010,2010,76.69927272727273,2.7866000000000004,0,1915
08/2010,2010,76.69927272727273,2.7866000000000004,0,507.7441
08/2010,2010,76.69927272727273,2.7866000000000004,0,0
08/2010,2010,76.69927272727273,2.7866000000000004,1,5.6133
08/2010,2010,76.69927272727273,2.7866000000000004,0,37.9266
08/2010,2010,76.69927272727273,2.7866000000000004,0,25000
08/2010,2010,76.69927272727273,2.7866000000000004,0,5.7926
08/2010,2010,76.69927272727273,2.7866000000000004,0,8.7475
08/2010,2010,76.69927272727273,2.7866000000000004,0,0.75
08/2010,2010,76.69927272727273,2.7866000000000004,1,0.7473
08/2010,2010,76.69927272727273,2.7866000000000004,1,0.75
08/2010,2010,76.69927272727273,2.7866000000000004,0,1.474
08/2010,2010,76.69927272727273,2.7866000000000004,1,0.75
08/2010,2010,76.69927272727273,2.7866000000000004,0,8.01604
08/2010,2010,76.69927272727273,2.7866000000000004,0,18.8951
08/2010,2010,76.69927272727273,2.7866000000000004,1,208.65
08/2010,2010,76.69927272727273,2.7866000000000004,1,115.05
08/2010,2010,76.69927272727273,2.7866000000000004,0,44.81
08/2010,2010,76.69927272727273,2.7866000000000004,0,8991
08/2010,2010,76.69927272727273,2.7866000000000004,1,0.75
08/2010,2010,76.69927272727273,2.7866000000000004,0,81.45
08/2010,2010,76.69927272727273,2.7866000000000004,0,80.75194444
08/2010,2010,76.69927272727273,2.7866000000000004,0,1134.8
08/2010,2010,76.69927272727273,2.7866000000000004,0,3.0835
08/2010,2010,76.69927272727273,2.7866000000000004,0,30.39
08/2010,2010,76.69927272727273,2.7866000000000004,0,12.3571
08/2010,2010,76.69927272727273,2.7866000000000004,0,8.3569
08/2010,2010,76.69927272727273,2.7866000000000004,0,5.5802
08/2010,2010,76.69927272727273,2.7866000000000004,1,0.75
08/2010,2010,76.69927272727273,2.7866000000000004,0,1.297690112
08/2010,2010,76.69927272727273,2.7866000000000004,0,21.8825
08/2010,2010,76.69927272727273,2.7866000000000004,1,150.6617
08/2010,2010,76.69927272727273,2.7866000000000004,0,5.86
08/2010,2010,76.69927272727273,2.7866000000000004,0,1
08/2010,2010,76.69927272727273,2.7866000000000004,0,4573.75
08/2010,2010,76.69927272727273,2.7866000000000004,0,2.8085
08/2010,2010,76.69927272727273,2.7866000000000004,0,43.885
08/2010,2010,76.69927272727273,2.7866000000000004,0,2.9641
08/2010,2010,76.69927272727273,2.7866000000000004,1,0.75
08/2010,2010,76.69927272727273,2.7866000000000004,0,3.2045
08/2010,2010,76.69927272727273,2.7866000000000004,1,30.4769
08/2010,2010,76.69927272727273,2.7866000000000004,0,1.2875
08/2010,2010,76.69927272727273,2.7866000000000004,0,6.6316
08/2010,2010,76.69927272727273,2.7866000000000004,1,0.75
08/2010,2010,76.69927272727273,2.7866000000000004,0,110.953
08/2010,2010,76.69927272727273,2.7866000000000004,1,0.75
08/2010,2010,76.69927272727273,2.7866000000000004,0,29.165
08/2010,2010,76.69927272727273,2.7866000000000004,0,30.1513
08/2010,2010,76.69927272727273,2.7866000000000004,0,1.4379
08/2010,2010,76.69927272727273,2.7866000000000004,0,1.50284863
08/2010,2010,76.69927272727273,2.7866000000000004,1,0.647179346
08/2010,2010,76.69927272727273,2.7866000000000004,1,1.5599
08/2010,2010,76.69927272727273,2.7866000000000004,0,20.094
08/2010,2010,76.69927272727273,2.7866000000000004,1,2.5968
08/2010,2010,76.69927272727273,2.7866000000000004,0,4.7899
08/2010,2010,76.69927272727273,2.7866000000000004,0,378.2
08/2011,2011,86.35878260869565,3.7184,0,76.0563
08/2011,2011,86.35878260869565,3.7184,0,95.272
08/2011,2011,86.35878260869565,3.7184,0,4.302
08/2011,2011,86.35878260869565,3.7184,0,0.984639622
08/2011,2011,86.35878260869565,3.7184,1,0.77
08/2011,2011,86.35878260869565,3.7184,1,0.77
08/2011,2011,86.35878260869565,3.7184,0,6.91
08/2011,2011,86.35878260869565,3.7184,0,1.8588
08/2011,2011,86.35878260869565,3.7184,0,1.0193
08/2011,2011,86.35878260869565,3.7184,0,506.9611253
08/2011,2011,86.35878260869565,3.7184,0,519.25
08/2011,2011,86.35878260869565,3.7184,0,6.2939
08/2011,2011,86.35878260869565,3.7184,0,1936
08/2011,2011,86.35878260869565,3.7184,0,503.9885
08/2011,2011,86.35878260869565,3.7184,0,0
08/2011,2011,86.35878260869565,3.7184,1,5.7456
08/2011,2011,86.35878260869565,3.7184,0,38.7915
08/2011,2011,86.35878260869565,3.7184,0,25000
08/2011,2011,86.35878260869565,3.7184,0,6.0169
08/2011,2011,86.35878260869565,3.7184,0,8.7475
08/2011,2011,86.35878260869565,3.7184,0,0.77
08/2011,2011,86.35878260869565,3.7184,1,0.7727
08/2011,2011,86.35878260869565,3.7184,0,0.77
08/2011,2011,86.35878260869565,3.7184,0,1.551
08/2011,2011,86.35878260869565,3.7184,1,0.77
08/2011,2011,86.35878260869565,3.7184,0,7.80661
08/2011,2011,86.35878260869565,3.7184,0,19.05
08/2011,2011,86.35878260869565,3.7184,1,240.68
08/2011,2011,86.35878260869565,3.7184,1,122.71
08/2011,2011,86.35878260869565,3.7184,0,53.26
08/2011,2011,86.35878260869565,3.7184,0,9068
08/2011,2011,86.35878260869565,3.7184,1,0.77
08/2011,2011,86.35878260869565,3.7184,0,77.72
08/2011,2011,86.35878260869565,3.7184,0,85.0681
08/2011,2011,86.35878260869565,3.7184,0,1151.8
08/2011,2011,86.35878260869565,3.7184,0,3.177
08/2011,2011,86.35878260869565,3.7184,0,29.33
08/2011,2011,86.35878260869565,3.7184,0,13.9904
08/2011,2011,86.35878260869565,3.7184,0,8.5772
08/2011,2011,86.35878260869565,3.7184,0,5.6152
08/2011,2011,86.35878260869565,3.7184,1,0.77
08/2011,2011,86.35878260869565,3.7184,0,1.296512382
08/2011,2011,86.35878260869565,3.7184,0,22.9767
08/2011,2011,86.35878260869565,3.7184,1,158.267
08/2011,2011,86.35878260869565,3.7184,0,5.99
08/2011,2011,86.35878260869565,3.7184,0,1
08/2011,2011,86.35878260869565,3.7184,0,4439.905
08/2011,2011,86.35878260869565,3.7184,0,2.696
08/2011,2011,86.35878260869565,3.7184,0,43.928
08/2011,2011,86.35878260869565,3.7184,0,3.4174
08/2011,2011,86.35878260869565,3.7184,1,0.77
08/2011,2011,86.35878260869565,3.7184,1,32.1961
08/2011,2011,86.35878260869565,3.7184,0,1.3007
08/2011,2011,86.35878260869565,3.7184,0,8.1429
08/2011,2011,86.35878260869565,3.7184,1,0.77
08/2011,2011,86.35878260869565,3.7184,0,113.9013
08/2011,2011,86.35878260869565,3.7184,0,0.77
08/2011,2011,86.35878260869565,3.7184,0,30.27
08/2011,2011,86.35878260869565,3.7184,0,31.6912
08/2011,2011,86.35878260869565,3.7184,0,1.4993
08/2011,2011,86.35878260869565,3.7184,0,1.674954552
08/2011,2011,86.35878260869565,3.7184,1,0.624140836
08/2011,2011,86.35878260869565,3.7184,0,1.5535
08/2011,2011,86.35878260869565,3.7184,0,19.898
08/2011,2011,86.35878260869565,3.7184,0,4.29465
08/2011,2011,86.35878260869565,3.7184,0,5.11398
08/2011,2011,86.35878260869565,3.7184,0,361.9
08/2012,2012,94.18191304347825,3.78025,0,78.1025
08/2012,2012,94.18191304347825,3.78025,0,95.82588521
08/2012,2012,94.18191304347825,3.78025,0,4.915
08/2012,2012,94.18191304347825,3.78025,0,0.961076406
08/2012,2012,94.18191304347825,3.78025,0,0.76
08/2012,2012,94.18191304347825,3.78025,1,0.76
08/2012,2012,94.18191304347825,3.78025,0,6.91
08/2012,2012,94.18191304347825,3.78025,0,2.0429
08/2012,2012,94.18191304347825,3.78025,0,0.9921
08/2012,2012,94.18191304347825,3.78025,0,497.1631044
08/2012,2012,94.18191304347825,3.78025,0,478.26
08/2012,2012,94.18191304347825,3.78025,0,6.2301
08/2012,2012,94.18191304347825,3.78025,0,1766
08/2012,2012,94.18191304347825,3.78025,0,511.384
08/2012,2012,94.18191304347825,3.78025,0,0
08/2012,2012,94.18191304347825,3.78025,1,5.6591
08/2012,2012,94.18191304347825,3.78025,0,40.3645
08/2012,2012,94.18191304347825,3.78025,0,25000
08/2012,2012,94.18191304347825,3.78025,0,6.3057
08/2012,2012,94.18191304347825,3.78025,0,8.7475
08/2012,2012,94.18191304347825,3.78025,0,0.76
08/2012,2012,94.18191304347825,3.78025,1,0.7577
08/2012,2012,94.18191304347825,3.78025,0,0.76
08/2012,2012,94.18191304347825,3.78025,0,1.88
08/2012,2012,94.18191304347825,3.78025,1,0.76
08/2012,2012,94.18191304347825,3.78025,0,7.89494
08/2012,2012,94.18191304347825,3.78025,0,19.96
08/2012,2012,94.18191304347825,3.78025,1,220.93
08/2012,2012,94.18191304347825,3.78025,1,128.99
08/2012,2012,94.18191304347825,3.78025,0,54.7773
08/2012,2012,94.18191304347825,3.78025,0,9670
08/2012,2012,94.18191304347825,3.78025,1,0.76
08/2012,2012,94.18191304347825,3.78025,0,86.55
08/2012,2012,94.18191304347825,3.78025,0,86.0008
08/2012,2012,94.18191304347825,3.78025,0,1070.6
08/2012,2012,94.18191304347825,3.78025,0,3.05825
08/2012,2012,94.18191304347825,3.78025,0,30.52
08/2012,2012,94.18191304347825,3.78025,0,13.0101
08/2012,2012,94.18191304347825,3.78025,0,8.4335
08/2012,2012,94.18191304347825,3.78025,0,855
08/2012,2012,94.18191304347825,3.78025,1,0.76
08/2012,2012,94.18191304347825,3.78025,0,1.219066195
08/2012,2012,94.18191304347825,3.78025,0,24.1255
08/2012,2012,94.18191304347825,3.78025,1,155.27
08/2012,2012,94.18191304347825,3.78025,0,5.57
08/2012,2012,94.18191304347825,3.78025,0,1
08/2012,2012,94.18191304347825,3.78025,0,4288.8
08/2012,2012,94.18191304347825,3.78025,0,2.55
08/2012,2012,94.18191304347825,3.78025,0,41.192
08/2012,2012,94.18191304347825,3.78025,0,3.0996
08/2012,2012,94.18191304347825,3.78025,1,0.76
08/2012,2012,94.18191304347825,3.78025,1,30.3727
08/2012,2012,94.18191304347825,3.78025,0,1.2235
08/2012,2012,94.18191304347825,3.78025,0,8.50115
08/2012,2012,94.18191304347825,3.78025,1,0.76
08/2012,2012,94.18191304347825,3.78025,0,127.16
08/2012,2012,94.18191304347825,3.78025,0,0.76
08/2012,2012,94.18191304347825,3.78025,0,29.045
08/2012,2012,94.18191304347825,3.78025,0,30.6316
08/2012,2012,94.18191304347825,3.78025,0,1.5506
08/2012,2012,94.18191304347825,3.78025,0,1.796000944
08/2012,2012,94.18191304347825,3.78025,1,0.633046989
08/2012,2012,94.18191304347825,3.78025,0,1.6251
08/2012,2012,94.18191304347825,3.78025,0,19.399
08/2012,2012,94.18191304347825,3.78025,0,4.29465
08/2012,2012,94.18191304347825,3.78025,0,5.1466133
08/2012,2012,94.18191304347825,3.78025,0,361.9
08/2013,2013,106.53318181818182,3.6542499999999998,0,78.1487013
08/2013,2013,106.53318181818182,3.6542499999999998,0,97.56
08/2013,2013,106.53318181818182,3.6542499999999998,0,6.517
08/2013,2013,106.53318181818182,3.6542499999999998,0,1.128
08/2013,2013,106.53318181818182,3.6542499999999998,0,0.73
08/2013,2013,106.53318181818182,3.6542499999999998,1,0.73
08/2013,2013,106.53318181818182,3.6542499999999998,0,6.91
08/2013,2013,106.53318181818182,3.6542499999999998,0,2.3538
08/2013,2013,106.53318181818182,3.6542499999999998,0,1.062
08/2013,2013,106.53318181818182,3.6542499999999998,0,475.6413603
08/2013,2013,106.53318181818182,3.6542499999999998,0,525.3
08/2013,2013,106.53318181818182,3.6542499999999998,0,6.0537
08/2013,2013,106.53318181818182,3.6542499999999998,0,1929
08/2013,2013,106.53318181818182,3.6542499999999998,0,500.635
08/2013,2013,106.53318181818182,3.6542499999999998,0,0
08/2013,2013,106.53318181818182,3.6542499999999998,1,5.4127
08/2013,2013,106.53318181818182,3.6542499999999998,0,42.85
08/2013,2013,106.53318181818182,3.6542499999999998,0,25000
08/2013,2013,106.53318181818182,3.6542499999999998,0,6.94
08/2013,2013,106.53318181818182,3.6542499999999998,0,8.7475
08/2013,2013,106.53318181818182,3.6542499999999998,0,0.73
08/2013,2013,106.53318181818182,3.6542499999999998,1,0.7274
08/2013,2013,106.53318181818182,3.6542499999999998,0,0.73
08/2013,2013,106.53318181818182,3.6542499999999998,0,2.2
08/2013,2013,106.53318181818182,3.6542499999999998,1,0.73
08/2013,2013,106.53318181818182,3.6542499999999998,0,7.85
08/2013,2013,106.53318181818182,3.6542499999999998,0,20.6
08/2013,2013,106.53318181818182,3.6542499999999998,1,216.1902597
08/2013,2013,106.53318181818182,3.6542499999999998,1,115.55
08/2013,2013,106.53318181818182,3.6542499999999998,0,61.897
08/2013,2013,106.53318181818182,3.6542499999999998,0,12189
08/2013,2013,106.53318181818182,3.6542499999999998,1,0.73
08/2013,2013,106.53318181818182,3.6542499999999998,0,105.3
08/2013,2013,106.53318181818182,3.6542499999999998,0,86.31
08/2013,2013,106.53318181818182,3.6542499999999998,0,1055.4
08/2013,2013,106.53318181818182,3.6542499999999998,0,3.294006494
08/2013,2013,106.53318181818182,3.6542499999999998,0,30.12512987
08/2013,2013,106.53318181818182,3.6542499999999998,0,13.0765
08/2013,2013,106.53318181818182,3.6542499999999998,0,8.15
08/2013,2013,106.53318181818182,3.6542499999999998,0,988
08/2013,2013,106.53318181818182,3.6542499999999998,1,0.73
08/2013,2013,106.53318181818182,3.6542499999999998,0,1.22488961
08/2013,2013,106.53318181818182,3.6542499999999998,0,25.33
08/2013,2013,106.53318181818182,3.6542499999999998,1,155.2
08/2013,2013,106.53318181818182,3.6542499999999998,0,6.08
08/2013,2013,106.53318181818182,3.6542499999999998,0,1
08/2013,2013,106.53318181818182,3.6542499999999998,0,4524
08/2013,2013,106.53318181818182,3.6542499999999998,0,2.79
08/2013,2013,106.53318181818182,3.6542499999999998,0,44.56428571
08/2013,2013,106.53318181818182,3.6542499999999998,0,3.012
08/2013,2013,106.53318181818182,3.6542499999999998,1,0.73
08/2013,2013,106.53318181818182,3.6542499999999998,1,32.7292
08/2013,2013,106.53318181818182,3.6542499999999998,0,1.2653
08/2013,2013,106.53318181818182,3.6542499999999998,0,10.48985
08/2013,2013,106.53318181818182,3.6542499999999998,1,0.73
