my,year,value_x,value_y,crisis,exch_usd
04/2012,2012,103.4061,3.9506,0,8.7475
04/2012,2012,103.4061,3.9506,0,0.76
04/2012,2012,103.4061,3.9506,1,0.7577
04/2012,2012,103.4061,3.9506,0,0.76
04/2012,2012,103.4061,3.9506,0,1.88
04/2012,2012,103.4061,3.9506,1,0.76
04/2012,2012,103.4061,3.9506,0,7.89494
04/2012,2012,103.4061,3.9506,0,19.96
04/2012,2012,103.4061,3.9506,1,220.93
04/2012,2012,103.4061,3.9506,1,128.99
04/2012,2012,103.4061,3.9506,0,54.7773
04/2012,2012,103.4061,3.9506,0,9670
04/2012,2012,103.4061,3.9506,1,0.76
04/2012,2012,103.4061,3.9506,0,86.55
04/2012,2012,103.4061,3.9506,0,86.0008
04/2012,2012,103.4061,3.9506,0,1070.6
04/2012,2012,103.4061,3.9506,0,3.05825
04/2012,2012,103.4061,3.9506,0,30.52
04/2012,2012,103.4061,3.9506,0,13.0101
04/2012,2012,103.4061,3.9506,0,8.4335
04/2012,2012,103.4061,3.9506,0,855
04/2012,2012,103.4061,3.9506,1,0.76
04/2012,2012,103.4061,3.9506,0,1.219066195
04/2012,2012,103.4061,3.9506,0,24.1255
04/2012,2012,103.4061,3.9506,1,155.27
04/2012,2012,103.4061,3.9506,0,5.57
04/2012,2012,103.4061,3.9506,0,1
04/2012,2012,103.4061,3.9506,0,4288.8
04/2012,2012,103.4061,3.9506,0,2.55
04/2012,2012,103.4061,3.9506,0,41.192
04/2012,2012,103.4061,3.9506,0,3.0996
04/2012,2012,103.4061,3.9506,1,0.76
04/2012,2012,103.4061,3.9506,1,30.3727
04/2012,2012,103.4061,3.9506,0,1.2235
04/2012,2012,103.4061,3.9506,0,8.50115
04/2012,2012,103.4061,3.9506,1,0.76
04/2012,2012,103.4061,3.9506,0,127.16
04/2012,2012,103.4061,3.9506,0,0.76
04/2012,2012,103.4061,3.9506,0,29.045
04/2012,2012,103.4061,3.9506,0,30.6316
04/2012,2012,103.4061,3.9506,0,1.5506
04/2012,2012,103.4061,3.9506,0,1.796000944
04/2012,2012,103.4061,3.9506,1,0.633046989
04/2012,2012,103.4061,3.9506,0,1.6251
04/2012,2012,103.4061,3.9506,0,19.399
04/2012,2012,103.4061,3.9506,0,4.29465
04/2012,2012,103.4061,3.9506,0,5.1466133
04/2012,2012,103.4061,3.9506,0,361.9
04/2013,2013,92.09800000000001,3.636,0,78.1487013
04/2013,2013,92.09800000000001,3.636,0,97.56
04/2013,2013,92.09800000000001,3.636,0,6.517
04/2013,2013,92.09800000000001,3.636,0,1.128
04/2013,2013,92.09800000000001,3.636,0,0.73
04/2013,2013,92.09800000000001,3.636,1,0.73
04/2013,2013,92.09800000000001,3.636,0,6.91
04/2013,2013,92.09800000000001,3.636,0,2.3538
04/2013,2013,92.09800000000001,3.636,0,1.062
04/2013,2013,92.09800000000001,3.636,0,475.6413603
04/2013,2013,92.09800000000001,3.636,0,525.3
04/2013,2013,92.09800000000001,3.636,0,6.0537
04/2013,2013,92.09800000000001,3.636,0,1929
04/2013,2013,92.09800000000001,3.636,0,500.635
04/2013,2013,92.09800000000001,3.636,0,0
04/2013,2013,92.09800000000001,3.636,1,5.4127
04/2013,2013,92.09800000000001,3.636,0,42.85
04/2013,2013,92.09800000000001,3.636,0,25000
04/2013,2013,92.09800000000001,3.636,0,6.94
04/2013,2013,92.09800000000001,3.636,0,8.7475
04/2013,2013,92.09800000000001,3.636,0,0.73
04/2013,2013,92.09800000000001,3.636,1,0.7274
04/2013,2013,92.09800000000001,3.636,0,0.73
04/2013,2013,92.09800000000001,3.636,0,2.2
04/2013,2013,92.09800000000001,3.636,1,0.73
04/2013,2013,92.09800000000001,3.636,0,7.85
04/2013,2013,92.09800000000001,3.636,0,20.6
04/2013,2013,92.09800000000001,3.636,1,216.1902597
04/2013,2013,92.09800000000001,3.636,1,115.55
04/2013,2013,92.09800000000001,3.636,0,61.897
04/2013,2013,92.09800000000001,3.636,0,12189
04/2013,2013,92.09800000000001,3.636,1,0.73
04/2013,2013,92.09800000000001,3.636,0,105.3
04/2013,2013,92.09800000000001,3.636,0,86.31
04/2013,2013,92.09800000000001,3.636,0,1055.4
04/2013,2013,92.09800000000001,3.636,0,3.294006494
04/2013,2013,92.09800000000001,3.636,0,30.12512987
04/2013,2013,92.09800000000001,3.636,0,13.0765
04/2013,2013,92.09800000000001,3.636,0,8.15
04/2013,2013,92.09800000000001,3.636,0,988
04/2013,2013,92.09800000000001,3.636,1,0.73
04/2013,2013,92.09800000000001,3.636,0,1.22488961
04/2013,2013,92.09800000000001,3.636,0,25.33
04/2013,2013,92.09800000000001,3.636,1,155.2
04/2013,2013,92.09800000000001,3.636,0,6.08
04/2013,2013,92.09800000000001,3.636,0,1
04/2013,2013,92.09800000000001,3.636,0,4524
04/2013,2013,92.09800000000001,3.636,0,2.79
04/2013,2013,92.09800000000001,3.636,0,44.56428571
04/2013,2013,92.09800000000001,3.636,0,3.012
04/2013,2013,92.09800000000001,3.636,1,0.73
04/2013,2013,92.09800000000001,3.636,1,32.7292
04/2013,2013,92.09800000000001,3.636,0,1.2653
04/2013,2013,92.09800000000001,3.636,0,10.48985
04/2013,2013,92.09800000000001,3.636,1,0.73
04/2013,2013,92.09800000000001,3.636,0,130.75
04/2013,2013,92.09800000000001,3.636,0,0.73
04/2013,2013,92.09800000000001,3.636,0,29.815
04/2013,2013,92.09800000000001,3.636,0,32.93402597
04/2013,2013,92.09800000000001,3.636,0,1.653095696
04/2013,2013,92.09800000000001,3.636,0,1.903768242
04/2013,2013,92.09800000000001,3.636,1,0.639660578
04/2013,2013,92.09800000000001,3.636,0,1.6556
04/2013,2013,92.09800000000001,3.636,0,21.38902597
04/2013,2013,92.09800000000001,3.636,0,6.2921
04/2013,2013,92.09800000000001,3.636,0,5.52
04/2013,2013,92.09800000000001,3.636,0,361.9
04/2014,2014,101.9750476190476,3.7552499999999998,0,87.9706983
04/2014,2014,101.9750476190476,3.7552499999999998,0,101.49
04/2014,2014,101.9750476190476,3.7552499999999998,0,8.5402
04/2014,2014,101.9750476190476,3.7552499999999998,0,1.22
04/2014,2014,101.9750476190476,3.7552499999999998,0,0.82
04/2014,2014,101.9750476190476,3.7552499999999998,1,0.82
04/2014,2014,101.9750476190476,3.7552499999999998,0,6.91
04/2014,2014,101.9750476190476,3.7552499999999998,0,2.6556
04/2014,2014,101.9750476190476,3.7552499999999998,0,1.1618
04/2014,2014,101.9750476190476,3.7552499999999998,0,540.2825138
04/2014,2014,101.9750476190476,3.7552499999999998,0,607.38
04/2014,2014,101.9750476190476,3.7552499999999998,0,6.21
04/2014,2014,101.9750476190476,3.7552499999999998,0,2388
04/2014,2014,101.9750476190476,3.7552499999999998,0,540.085
04/2014,2014,101.9750476190476,3.7552499999999998,0,0
04/2014,2014,101.9750476190476,3.7552499999999998,1,6.1214
04/2014,2014,101.9750476190476,3.7552499999999998,0,43.83
04/2014,2014,101.9750476190476,3.7552499999999998,0,25000
04/2014,2014,101.9750476190476,3.7552499999999998,0,7.15
04/2014,2014,101.9750476190476,3.7552499999999998,0,8.745
04/2014,2014,101.9750476190476,3.7552499999999998,0,0.82
04/2014,2014,101.9750476190476,3.7552499999999998,1,0.8264
04/2014,2014,101.9750476190476,3.7552499999999998,0,0.82
04/2014,2014,101.9750476190476,3.7552499999999998,0,3.2
04/2014,2014,101.9750476190476,3.7552499999999998,1,0.82
04/2014,2014,101.9750476190476,3.7552499999999998,0,7.65
04/2014,2014,101.9750476190476,3.7552499999999998,0,21.11
04/2014,2014,101.9750476190476,3.7552499999999998,1,259.2061476
04/2014,2014,101.9750476190476,3.7552499999999998,1,126.9369917
04/2014,2014,101.9750476190476,3.7552499999999998,0,63.3315
04/2014,2014,101.9750476190476,3.7552499999999998,0,12440
04/2014,2014,101.9750476190476,3.7552499999999998,1,0.82
04/2014,2014,101.9750476190476,3.7552499999999998,0,120.64
04/2014,2014,101.9750476190476,3.7552499999999998,0,89.35
04/2014,2014,101.9750476190476,3.7552499999999998,0,1099.2
04/2014,2014,101.9750476190476,3.7552499999999998,0,3.496023143
04/2014,2014,101.9750476190476,3.7552499999999998,0,31.7374584
04/2014,2014,101.9750476190476,3.7552499999999998,0,14.718
04/2014,2014,101.9750476190476,3.7552499999999998,0,8.82
04/2014,2014,101.9750476190476,3.7552499999999998,0,1304
04/2014,2014,101.9750476190476,3.7552499999999998,1,0.82
04/2014,2014,101.9750476190476,3.7552499999999998,0,1.277675748
04/2014,2014,101.9750476190476,3.7552499999999998,0,26.38
04/2014,2014,101.9750476190476,3.7552499999999998,1,155.25
04/2014,2014,101.9750476190476,3.7552499999999998,0,7.43
04/2014,2014,101.9750476190476,3.7552499999999998,0,1
04/2014,2014,101.9750476190476,3.7552499999999998,0,4616
04/2014,2014,101.9750476190476,3.7552499999999998,0,2.986005054
04/2014,2014,101.9750476190476,3.7552499999999998,0,44.62682445
04/2014,2014,101.9750476190476,3.7552499999999998,0,3.5072
04/2014,2014,101.9750476190476,3.7552499999999998,1,0.82
04/2014,2014,101.9750476190476,3.7552499999999998,1,56.2584
04/2014,2014,101.9750476190476,3.7552499999999998,0,1.3213
04/2014,2014,101.9750476190476,3.7552499999999998,1,0.82
04/2014,2014,101.9750476190476,3.7552499999999998,0,131
04/2014,2014,101.9750476190476,3.7552499999999998,0,0.82
04/2014,2014,101.9750476190476,3.7552499999999998,0,31.62
04/2014,2014,101.9750476190476,3.7552499999999998,0,32.9640702
04/2014,2014,101.9750476190476,3.7552499999999998,0,1.862411798
04/2014,2014,101.9750476190476,3.7552499999999998,0,2.188542418
04/2014,2014,101.9750476190476,3.7552499999999998,1,0.607729627
04/2014,2014,101.9750476190476,3.7552499999999998,0,1.5573
04/2014,2014,101.9750476190476,3.7552499999999998,0,24.33304796
04/2014,2014,101.9750476190476,3.7552499999999998,0,6.2921
04/2014,2014,101.9750476190476,3.7552499999999998,0,6.3856
04/2020,2020,20.898374999999994,2.207,1,361.9
05/2010,2010,74.40459999999999,2.904,0,74.9437
05/2010,2010,74.40459999999999,2.904,0,92.643
05/2010,2010,74.40459999999999,2.904,0,3.969
05/2010,2010,74.40459999999999,2.904,0,0.983961429
05/2010,2010,74.40459999999999,2.904,1,0.75
05/2010,2010,74.40459999999999,2.904,1,0.75
05/2010,2010,74.40459999999999,2.904,0,6.99
05/2010,2010,74.40459999999999,2.904,0,1.6858
05/2010,2010,74.40459999999999,2.904,0,0.9967
05/2010,2010,74.40459999999999,2.904,0,490.9122886
05/2010,2010,74.40459999999999,2.904,0,467.75
05/2010,2010,74.40459999999999,2.904,0,6.59
05/2010,2010,74.40459999999999,2.904,0,1915
05/2010,2010,74.40459999999999,2.904,0,507.7441
05/2010,2010,74.40459999999999,2.904,0,0
05/2010,2010,74.40459999999999,2.904,1,5.6133
05/2010,2010,74.40459999999999,2.904,0,37.9266
05/2010,2010,74.40459999999999,2.904,0,25000
05/2010,2010,74.40459999999999,2.904,0,5.7926
05/2010,2010,74.40459999999999,2.904,0,8.7475
05/2010,2010,74.40459999999999,2.904,0,0.75
05/2010,2010,74.40459999999999,2.904,1,0.7473
05/2010,2010,74.40459999999999,2.904,1,0.75
05/2010,2010,74.40459999999999,2.904,0,1.474
05/2010,2010,74.40459999999999,2.904,1,0.75
05/2010,2010,74.40459999999999,2.904,0,8.01604
05/2010,2010,74.40459999999999,2.904,0,18.8951
05/2010,2010,74.40459999999999,2.904,1,208.65
05/2010,2010,74.40459999999999,2.904,1,115.05
05/2010,2010,74.40459999999999,2.904,0,44.81
05/2010,2010,74.40459999999999,2.904,0,8991
05/2010,2010,74.40459999999999,2.904,1,0.75
05/2010,2010,74.40459999999999,2.904,0,81.45
05/2010,2010,74.40459999999999,2.904,0,80.75194444
05/2010,2010,74.40459999999999,2.904,0,1134.8
05/2010,2010,74.40459999999999,2.904,0,3.0835
05/2010,2010,74.40459999999999,2.904,0,30.39
05/2010,2010,74.40459999999999,2.904,0,12.3571
05/2010,2010,74.40459999999999,2.904,0,8.3569
05/2010,2010,74.40459999999999,2.904,0,5.5802
05/2010,2010,74.40459999999999,2.904,1,0.75
05/2010,2010,74.40459999999999,2.904,0,1.297690112
05/2010,2010,74.40459999999999,2.904,0,21.8825
05/2010,2010,74.40459999999999,2.904,1,150.6617
05/2010,2010,74.40459999999999,2.904,0,5.86
05/2010,2010,74.40459999999999,2.904,0,1
05/2010,2010,74.40459999999999,2.904,0,4573.75
05/2010,2010,74.40459999999999,2.904,0,2.8085
05/2010,2010,74.40459999999999,2.904,0,43.885
05/2010,2010,74.40459999999999,2.904,0,2.9641
05/2010,2010,74.40459999999999,2.904,1,0.75
05/2010,2010,74.40459999999999,2.904,0,3.2045
05/2010,2010,74.40459999999999,2.904,1,30.4769
05/2010,2010,74.40459999999999,2.904,0,1.2875
05/2010,2010,74.40459999999999,2.904,0,6.6316
05/2010,2010,74.40459999999999,2.904,1,0.75
05/2010,2010,74.40459999999999,2.904,0,110.953
05/2010,2010,74.40459999999999,2.904,1,0.75
05/2010,2010,74.40459999999999,2.904,0,29.165
05/2010,2010,74.40459999999999,2.904,0,30.1513
05/2010,2010,74.40459999999999,2.904,0,1.4379
05/2010,2010,74.40459999999999,2.904,0,1.50284863
05/2010,2010,74.40459999999999,2.904,1,0.647179346
05/2010,2010,74.40459999999999,2.904,1,1.5599
05/2010,2010,74.40459999999999,2.904,0,20.094
05/2010,2010,74.40459999999999,2.904,1,2.5968
05/2010,2010,74.40459999999999,2.904,0,4.7899
05/2010,2010,74.40459999999999,2.904,0,378.2
05/2011,2011,101.40761904761905,3.9530000000000003,0,76.0563
05/2011,2011,101.40761904761905,3.9530000000000003,0,95.272
05/2011,2011,101.40761904761905,3.9530000000000003,0,4.302
05/2011,2011,101.40761904761905,3.9530000000000003,0,0.984639622
05/2011,2011,101.40761904761905,3.9530000000000003,1,0.77
05/2011,2011,101.40761904761905,3.9530000000000003,1,0.77
05/2011,2011,101.40761904761905,3.9530000000000003,0,6.91
05/2011,2011,101.40761904761905,3.9530000000000003,0,1.8588
05/2011,2011,101.40761904761905,3.9530000000000003,0,1.0193
05/2011,2011,101.40761904761905,3.9530000000000003,0,506.9611253
05/2011,2011,101.40761904761905,3.9530000000000003,0,519.25
05/2011,2011,101.40761904761905,3.9530000000000003,0,6.2939
05/2011,2011,101.40761904761905,3.9530000000000003,0,1936
05/2011,2011,101.40761904761905,3.9530000000000003,0,503.9885
05/2011,2011,101.40761904761905,3.9530000000000003,0,0
05/2011,2011,101.40761904761905,3.9530000000000003,1,5.7456
05/2011,2011,101.40761904761905,3.9530000000000003,0,38.7915
05/2011,2011,101.40761904761905,3.9530000000000003,0,25000
05/2011,2011,101.40761904761905,3.9530000000000003,0,6.0169
05/2011,2011,101.40761904761905,3.9530000000000003,0,8.7475
05/2011,2011,101.40761904761905,3.9530000000000003,0,0.77
05/2011,2011,101.40761904761905,3.9530000000000003,1,0.7727
05/2011,2011,101.40761904761905,3.9530000000000003,0,0.77
05/2011,2011,101.40761904761905,3.9530000000000003,0,1.551
05/2011,2011,101.40761904761905,3.9530000000000003,1,0.77
05/2011,2011,101.40761904761905,3.9530000000000003,0,7.80661
05/2011,2011,101.40761904761905,3.9530000000000003,0,19.05
05/2011,2011,101.40761904761905,3.9530000000000003,1,240.68
05/2011,2011,101.40761904761905,3.9530000000000003,1,122.71
05/2011,2011,101.40761904761905,3.9530000000000003,0,53.26
05/2011,2011,101.40761904761905,3.9530000000000003,0,9068
05/2011,2011,101.40761904761905,3.9530000000000003,1,0.77
05/2011,2011,101.40761904761905,3.9530000000000003,0,77.72
05/2011,2011,101.40761904761905,3.9530000000000003,0,85.0681
05/2011,2011,101.40761904761905,3.9530000000000003,0,1151.8
05/2011,2011,101.40761904761905,3.9530000000000003,0,3.177
05/2011,2011,101.40761904761905,3.9530000000000003,0,29.33
05/2011,2011,101.40761904761905,3.9530000000000003,0,13.9904
05/2011,2011,101.40761904761905,3.9530000000000003,0,8.5772
05/2011,2011,101.40761904761905,3.9530000000000003,0,5.6152
05/2011,2011,101.40761904761905,3.9530000000000003,1,0.77
05/2011,2011,101.40761904761905,3.9530000000000003,0,1.296512382
05/2011,2011,101.40761904761905,3.9530000000000003,0,22.9767
05/2011,2011,101.40761904761905,3.9530000000000003,1,158.267
05/2011,2011,101.40761904761905,3.9530000000000003,0,5.99
05/2011,2011,101.40761904761905,3.9530000000000003,0,1
05/2011,2011,101.40761904761905,3.9530000000000003,0,4439.905
05/2011,2011,101.40761904761905,3.9530000000000003,0,2.696
05/2011,2011,101.40761904761905,3.9530000000000003,0,43.928
05/2011,2011,101.40761904761905,3.9530000000000003,0,3.4174
05/2011,2011,101.40761904761905,3.9530000000000003,1,0.77
05/2011,2011,101.40761904761905,3.9530000000000003,1,32.1961
05/2011,2011,101.40761904761905,3.9530000000000003,0,1.3007
05/2011,2011,101.40761904761905,3.9530000000000003,0,8.1429
05/2011,2011,101.40761904761905,3.9530000000000003,1,0.77
05/2011,2011,101.40761904761905,3.9530000000000003,0,113.9013
05/2011,2011,101.40761904761905,3.9530000000000003,0,0.77
05/2011,2011,101.40761904761905,3.9530000000000003,0,30.27
05/2011,2011,101.40761904761905,3.9530000000000003,0,31.6912
05/2011,2011,101.40761904761905,3.9530000000000003,0,1.4993
05/2011,2011,101.40761904761905,3.9530000000000003,0,1.674954552
05/2011,2011,101.40761904761905,3.9530000000000003,1,0.624140836
05/2011,2011,101.40761904761905,3.9530000000000003,0,1.5535
05/2011,2011,101.40761904761905,3.9530000000000003,0,19.898
05/2011,2011,101.40761904761905,3.9530000000000003,0,4.29465
05/2011,2011,101.40761904761905,3.9530000000000003,0,5.11398
05/2011,2011,101.40761904761905,3.9530000000000003,0,361.9
05/2012,2012,94.74,3.7545,0,78.1025
05/2012,2012,94.74,3.7545,0,95.82588521
05/2012,2012,94.74,3.7545,0,4.915
05/2012,2012,94.74,3.7545,0,0.961076406
05/2012,2012,94.74,3.7545,0,0.76
05/2012,2012,94.74,3.7545,1,0.76
05/2012,2012,94.74,3.7545,0,6.91
05/2012,2012,94.74,3.7545,0,2.0429
05/2012,2012,94.74,3.7545,0,0.9921
05/2012,2012,94.74,3.7545,0,497.1631044
05/2012,2012,94.74,3.7545,0,478.26
05/2012,2012,94.74,3.7545,0,6.2301
05/2012,2012,94.74,3.7545,0,1766
05/2012,2012,94.74,3.7545,0,511.384
05/2012,2012,94.74,3.7545,0,0
05/2012,2012,94.74,3.7545,1,5.6591
05/2012,2012,94.74,3.7545,0,40.3645
05/2012,2012,94.74,3.7545,0,25000
05/2012,2012,94.74,3.7545,0,6.3057
05/2012,2012,94.74,3.7545,0,8.7475
05/2012,2012,94.74,3.7545,0,0.76
05/2012,2012,94.74,3.7545,1,0.7577
05/2012,2012,94.74,3.7545,0,0.76
05/2012,2012,94.74,3.7545,0,1.88
05/2012,2012,94.74,3.7545,1,0.76
05/2012,2012,94.74,3.7545,0,7.89494
05/2012,2012,94.74,3.7545,0,19.96
05/2012,2012,94.74,3.7545,1,220.93
05/2012,2012,94.74,3.7545,1,128.99
05/2012,2012,94.74,3.7545,0,54.7773
05/2012,2012,94.74,3.7545,0,9670
05/2012,2012,94.74,3.7545,1,0.76
05/2012,2012,94.74,3.7545,0,86.55
05/2012,2012,94.74,3.7545,0,86.0008
05/2012,2012,94.74,3.7545,0,1070.6
05/2012,2012,94.74,3.7545,0,3.05825
05/2012,2012,94.74,3.7545,0,30.52
05/2012,2012,94.74,3.7545,0,13.0101
05/2012,2012,94.74,3.7545,0,8.4335
05/2012,2012,94.74,3.7545,0,855
05/2012,2012,94.74,3.7545,1,0.76
05/2012,2012,94.74,3.7545,0,1.219066195
05/2012,2012,94.74,3.7545,0,24.1255
05/2012,2012,94.74,3.7545,1,155.27
05/2012,2012,94.74,3.7545,0,5.57
05/2012,2012,94.74,3.7545,0,1
05/2012,2012,94.74,3.7545,0,4288.8
05/2012,2012,94.74,3.7545,0,2.55
05/2012,2012,94.74,3.7545,0,41.192
05/2012,2012,94.74,3.7545,0,3.0996
05/2012,2012,94.74,3.7545,1,0.76
05/2012,2012,94.74,3.7545,1,30.3727
05/2012,2012,94.74,3.7545,0,1.2235
05/2012,2012,94.74,3.7545,0,8.50115
05/2012,2012,94.74,3.7545,1,0.76
05/2012,2012,94.74,3.7545,0,127.16
05/2012,2012,94.74,3.7545,0,0.76
05/2012,2012,94.74,3.7545,0,29.045
05/2012,2012,94.74,3.7545,0,30.6316
05/2012,2012,94.74,3.7545,0,1.5506
05/2012,2012,94.74,3.7545,0,1.796000944
05/2012,2012,94.74,3.7545,1,0.633046989
05/2012,2012,94.74,3.7545,0,1.6251
05/2012,2012,94.74,3.7545,0,19.399
05/2012,2012,94.74,3.7545,0,4.29465
05/2012,2012,94.74,3.7545,0,5.1466133
05/2012,2012,94.74,3.7545,0,361.9
05/2013,2013,94.81381818181818,3.6785,0,78.1487013
05/2013,2013,94.81381818181818,3.6785,0,97.56
05/2013,2013,94.81381818181818,3.6785,0,6.517
05/2013,2013,94.81381818181818,3.6785,0,1.128
05/2013,2013,94.81381818181818,3.6785,0,0.73
05/2013,2013,94.81381818181818,3.6785,1,0.73
05/2013,2013,94.81381818181818,3.6785,0,6.91
05/2013,2013,94.81381818181818,3.6785,0,2.3538
05/2013,2013,94.81381818181818,3.6785,0,1.062
05/2013,2013,94.81381818181818,3.6785,0,475.6413603
05/2013,2013,94.81381818181818,3.6785,0,525.3
05/2013,2013,94.81381818181818,3.6785,0,6.0537
05/2013,2013,94.81381818181818,3.6785,0,1929
05/2013,2013,94.81381818181818,3.6785,0,500.635
05/2013,2013,94.81381818181818,3.6785,0,0
05/2013,2013,94.81381818181818,3.6785,1,5.4127
05/2013,2013,94.81381818181818,3.6785,0,42.85
05/2013,2013,94.81381818181818,3.6785,0,25000
05/2013,2013,94.81381818181818,3.6785,0,6.94
05/2013,2013,94.81381818181818,3.6785,0,8.7475
05/2013,2013,94.81381818181818,3.6785,0,0.73
05/2013,2013,94.81381818181818,3.6785,1,0.7274
05/2013,2013,94.81381818181818,3.6785,0,0.73
05/2013,2013,94.81381818181818,3.6785,0,2.2
05/2013,2013,94.81381818181818,3.6785,1,0.73
05/2013,2013,94.81381818181818,3.6785,0,7.85
05/2013,2013,94.81381818181818,3.6785,0,20.6
05/2013,2013,94.81381818181818,3.6785,1,216.1902597
05/2013,2013,94.81381818181818,3.6785,1,115.55
05/2013,2013,94.81381818181818,3.6785,0,61.897
05/2013,2013,94.81381818181818,3.6785,0,12189
05/2013,2013,94.81381818181818,3.6785,1,0.73
05/2013,2013,94.81381818181818,3.6785,0,105.3
05/2013,2013,94.81381818181818,3.6785,0,86.31
05/2013,2013,94.81381818181818,3.6785,0,1055.4
05/2013,2013,94.81381818181818,3.6785,0,3.294006494
05/2013,2013,94.81381818181818,3.6785,0,30.12512987
05/2013,2013,94.81381818181818,3.6785,0,13.0765
05/2013,2013,94.81381818181818,3.6785,0,8.15
05/2013,2013,94.81381818181818,3.6785,0,988
05/2013,2013,94.81381818181818,3.6785,1,0.73
05/2013,2013,94.81381818181818,3.6785,0,1.22488961
05/2013,2013,94.81381818181818,3.6785,0,25.33
05/2013,2013,94.81381818181818,3.6785,1,155.2
05/2013,2013,94.81381818181818,3.6785,0,6.08
05/2013,2013,94.81381818181818,3.6785,0,1
05/2013,2013,94.81381818181818,3.6785,0,4524
05/2013,2013,94.81381818181818,3.6785,0,2.79
05/2013,2013,94.81381818181818,3.6785,0,44.56428571
05/2013,2013,94.81381818181818,3.6785,0,3.012
05/2013,2013,94.81381818181818,3.6785,1,0.73
05/2013,2013,94.81381818181818,3.6785,1,32.7292
05/2013,2013,94.81381818181818,3.6785,0,1.2653
05/2013,2013,94.81381818181818,3.6785,0,10.48985
05/2013,2013,94.81381818181818,3.6785,1,0.73
05/2013,2013,94.81381818181818,3.6785,0,130.75
05/2013,2013,94.81381818181818,3.6785,0,0.73
05/2013,2013,94.81381818181818,3.6785,0,29.815
05/2013,2013,94.81381818181818,3.6785,0,32.93402597
05/2013,2013,94.81381818181818,3.6785,0,1.653095696
05/2013,2013,94.81381818181818,3.6785,0,1.903768242
05/2013,2013,94.81381818181818,3.6785,1,0.639660578
05/2013,2013,94.81381818181818,3.6785,0,1.6556
05/2013,2013,94.81381818181818,3.6785,0,21.38902597
05/2013,2013,94.81381818181818,3.6785,0,6.2921
05/2013,2013,94.81381818181818,3.6785,0,5.52
05/2013,2013,94.81381818181818,3.6785,0,361.9
05/2014,2014,101.76438095238093,3.771,0,87.9706983
05/2014,2014,101.76438095238093,3.771,0,101.49
05/2014,2014,101.76438095238093,3.771,0,8.5402
05/2014,2014,101.76438095238093,3.771,0,1.22
05/2014,2014,101.76438095238093,3.771,0,0.82
05/2014,2014,101.76438095238093,3.771,1,0.82
05/2014,2014,101.76438095238093,3.771,0,6.91
05/2014,2014,101.76438095238093,3.771,0,2.6556
05/2014,2014,101.76438095238093,3.771,0,1.1618
05/2014,2014,101.76438095238093,3.771,0,540.2825138
05/2014,2014,101.76438095238093,3.771,0,607.38
05/2014,2014,101.76438095238093,3.771,0,6.21
05/2014,2014,101.76438095238093,3.771,0,2388
05/2014,2014,101.76438095238093,3.771,0,540.085
05/2014,2014,101.76438095238093,3.771,0,0
05/2014,2014,101.76438095238093,3.771,1,6.1214
05/2014,2014,101.76438095238093,3.771,0,43.83
05/2014,2014,101.76438095238093,3.771,0,25000
05/2014,2014,101.76438095238093,3.771,0,7.15
05/2014,2014,101.76438095238093,3.771,0,8.745
05/2014,2014,101.76438095238093,3.771,0,0.82
05/2014,2014,101.76438095238093,3.771,1,0.8264
05/2014,2014,101.76438095238093,3.771,0,0.82
05/2014,2014,101.76438095238093,3.771,0,3.2
05/2014,2014,101.76438095238093,3.771,1,0.82
05/2014,2014,101.76438095238093,3.771,0,7.65
05/2014,2014,101.76438095238093,3.771,0,21.11
05/2014,2014,101.76438095238093,3.771,1,259.2061476
05/2014,2014,101.76438095238093,3.771,1,126.9369917
05/2014,2014,101.76438095238093,3.771,0,63.3315
05/2014,2014,101.76438095238093,3.771,0,12440
05/2014,2014,101.76438095238093,3.771,1,0.82
05/2014,2014,101.76438095238093,3.771,0,120.64
05/2014,2014,101.76438095238093,3.771,0,89.35
05/2014,2014,101.76438095238093,3.771,0,1099.2
05/2014,2014,101.76438095238093,3.771,0,3.496023143
05/2014,2014,101.76438095238093,3.771,0,31.7374584
05/2014,2014,101.76438095238093,3.771,0,14.718
05/2014,2014,101.76438095238093,3.771,0,8.82
05/2014,2014,101.76438095238093,3.771,0,1304
05/2014,2014,101.76438095238093,3.771,1,0.82
05/2014,2014,101.76438095238093,3.771,0,1.277675748
05/2014,2014,101.76438095238093,3.771,0,26.38
05/2014,2014,101.76438095238093,3.771,1,155.25
05/2014,2014,101.76438095238093,3.771,0,7.43
05/2014,2014,101.76438095238093,3.771,0,1
05/2014,2014,101.76438095238093,3.771,0,4616
05/2014,2014,101.76438095238093,3.771,0,2.986005054
05/2014,2014,101.76438095238093,3.771,0,44.62682445
05/2014,2014,101.76438095238093,3.771,0,3.5072
05/2014,2014,101.76438095238093,3.771,1,0.82
05/2014,2014,101.76438095238093,3.771,1,56.2584
05/2014,2014,101.76438095238093,3.771,0,1.3213
05/2014,2014,101.76438095238093,3.771,1,0.82
05/2014,2014,101.76438095238093,3.771,0,131
05/2014,2014,101.76438095238093,3.771,0,0.82
05/2014,2014,101.76438095238093,3.771,0,31.62
05/2014,2014,101.76438095238093,3.771,0,32.9640702
05/2014,2014,101.76438095238093,3.771,0,1.862411798
05/2014,2014,101.76438095238093,3.771,0,2.188542418
05/2014,2014,101.76438095238093,3.771,1,0.607729627
05/2014,2014,101.76438095238093,3.771,0,1.5573
